unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,lexical_density,n_tokens,question_type,complexity_score
indonesian_content_6468,Kapan Antoine-Laurent de Lavoisier lahir ?,id,0.614,0.219,0.0,1.0,1.946,0,3.779
indonesian_content_2485,Kapan situs Malaysiakini dirilis ?,id,0.364,-0.781,0.0,1.0,1.792,0,2.375
indonesian_content_4399,pernahkah Han Xin menikah ?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_polar_97,Apakah Yesus memiliki Ibu?,id,-0.291,-0.482,0.0,0.8,1.946,1,1.973
indonesian_polar_16,Apakah penggunaan Spotify berbayar ?,id,0.209,-0.482,0.0,0.8,1.946,1,2.473
indonesian_content_4377,Ada berapa jumlah vokalis dalam Musik gospel?,id,-0.136,0.219,0.0,0.857,2.197,0,3.137
indonesian_content_316,kapankah Super Junior dibentuk?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_polar_288,Apakah matahari termasuk bintang?,id,-0.291,-0.482,0.0,0.8,1.946,1,1.973
indonesian_content_3128,Kapan Wu Zetian meninggal?,id,0.364,-0.781,0.0,1.0,1.792,0,2.375
indonesian_content_11550,Kapan Kritik atas Nalar Murni diterbitkan?,id,0.964,0.219,0.0,0.833,2.079,0,4.095
indonesian_content_138,Dimanakah kantor pusat PT Djakarta Lloyd ?,id,-0.303,0.219,0.0,0.714,2.197,0,2.827
indonesian_content_1704,Berapa populasi Kota Vatikan tahun 2017?,id,-0.236,-0.781,0.0,0.833,2.079,0,1.895
indonesian_polar_6,Apaakh kaset menggunakan pita magnetik?,id,-0.541,-0.482,0.0,1.0,1.946,1,1.923
indonesian_polar_363,bisakah semut berkomunikasi?,id,0.209,-1.482,0.0,0.5,1.792,1,1.019
indonesian_content_12038,Dimana Kolonel Zulkifli Lubis lahir?,id,0.614,0.219,0.0,1.0,1.946,0,3.779
indonesian_polar_467,Apakah bakteri tidak baik bagi tubuh manusia?,id,-0.362,0.518,0.0,0.625,2.303,1,3.084
indonesian_content_3985,berapakah episode dari anime Naruto?,id,-0.236,-0.781,0.0,0.667,2.079,0,1.729
indonesian_content_5561,Bagaimana cara mengerjakan Salat Witir?,id,-0.636,0.219,1.0,1.0,1.946,0,3.529
indonesian_polar_13,Apakah kesalahan yang dilakukan Mohammad Hatta sehingga dihukum pengasingan?,id,-0.235,1.518,2.0,0.7,2.485,1,6.468
indonesian_content_6231,Berapakah jumlah surah dalam al-Qur'an?,id,-0.136,-0.781,0.0,0.714,2.197,0,1.994
indonesian_content_8431,berapakah wilayah kekuasaan Kesultanan Demak?,id,-0.436,0.219,0.0,0.833,2.079,0,2.695
indonesian_polar_148,Apakah Nicolas Erik Rosberg pernah menjuarai F1 ?,id,0.352,0.518,0.0,0.875,2.303,1,4.048
indonesian_polar_396,apakah Raden Adjeng Kartinipernah menikah?,id,0.409,0.518,0.0,0.833,2.079,1,3.839
indonesian_content_11687,berapakah jumlah kandungan gula dalam 100gr anggur?,id,0.221,-0.781,0.0,0.625,2.303,0,2.368
indonesian_polar_211,apakah biseksual penyakit?,id,-0.457,-0.482,0.0,0.5,1.792,1,1.353
indonesian_polar_461,Apakah negara Nepal terletak di Himalaya?,id,0.043,-0.482,0.0,0.714,2.197,1,2.472
indonesian_content_7566,Siapa yang menandatangani Peraturan Presiden Republik Indonesia No. 10 tahun 1959?,id,0.364,2.219,1.0,0.636,2.639,0,6.858
indonesian_polar_70,Apakah Negasonic Teenage Warhead seorang mutan?,id,-0.124,-0.482,0.0,0.714,2.197,1,2.305
indonesian_content_8263,berapa lamakah proses pembuatan Harry Potter dan Batu Bertuah?,id,-0.386,2.219,0.0,0.889,2.398,0,5.12
indonesian_polar_259,bisakah Pemanfaatan mikroorganisme digunakan untuk kesehatan manusia?,id,0.209,-0.482,0.0,0.625,2.303,1,2.655
indonesian_content_9545,Kapan Blasius diangkat menjadi uskup?,id,-0.386,-0.781,1.0,1.0,1.946,0,2.779
indonesian_content_893,Kapan Rizal Mallarangeng lahir ?,id,0.364,-0.781,0.0,1.0,1.792,0,2.375
indonesian_content_2796,Siapa yang memenangi Pengepungan Baler?,id,-0.386,0.219,1.0,0.6,1.946,0,3.379
indonesian_polar_429,Apakah monster adalah dewa?,id,0.209,-0.482,0.0,0.6,1.946,1,2.273
indonesian_content_3656,Siapakah pemeran utama Si Buta Lawan Jaka Sembung?,id,-0.386,3.219,0.0,0.778,2.398,0,6.009
indonesian_polar_4,apakah Plato hidup di zaman yang sama dengan Aristoteles?,id,-0.013,0.518,0.0,0.6,2.485,1,3.59
indonesian_polar_64,Apakah William Adams masih hidup?,id,-0.191,0.518,0.0,0.667,2.079,1,3.073
indonesian_polar_384,Apakah permainan rugbi membutuhkan wasit ?,id,0.009,-0.482,0.0,0.833,2.079,1,2.439
indonesian_content_11524,kapankah kapal pertama diciptakan?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_content_8987,Ada berapa negara yang masuk ke dalam negara bangsa Arab ?,id,-0.081,2.219,1.0,0.7,2.485,0,6.323
indonesian_content_4654,Dimana Kekaisaran Trebizond didirikan?,id,0.364,-0.781,0.0,0.75,1.792,0,2.125
indonesian_content_10066,Berapa jauh jangkauan yang dapat dilakukan oleh telegraf untuk mengirim pesan ?,id,0.164,0.219,2.0,0.636,2.565,0,5.584
indonesian_polar_348,Apakah Observatorium Bosscha dibuka untuk tempat wisata?,id,-0.076,-0.482,0.0,0.75,2.303,1,2.495
indonesian_content_6400,berapakaj jumlah metal/logam di tabel periodik?,id,-0.236,0.219,0.0,0.833,2.079,0,2.895
indonesian_content_10290,siapakah orang tua Al-Musta'shim Billah?,id,-0.136,1.219,0.0,0.714,2.303,0,4.1
indonesian_content_8436,kapankah Republik Demokratik Somali didirikan?,id,0.564,0.219,0.0,0.833,2.079,0,3.695
indonesian_content_6579,kapankah RPG diciptakan?,id,0.03,-0.781,0.0,0.75,1.792,0,1.791
indonesian_polar_83,apakah Wikipedia situs yang di akses secara gratis?,id,-0.041,-0.482,1.0,0.556,2.398,1,3.431
indonesian_polar_109,apakah kerajaan romawi menggunakan bahasa Yunani?,id,-0.124,-0.482,0.0,0.857,2.197,1,2.448
indonesian_polar_297,Adakah E-commerce termasuk teknologi Informasi?,id,-0.191,0.518,1.0,0.833,2.079,1,4.239
indonesian_content_6465,Kapankah Sigmund Freud lahir ?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_content_8113,Berapa suhu normal tubuh manusia sehat ?,id,-0.236,-0.781,0.0,1.0,2.079,0,2.062
indonesian_polar_268,Apakah virus Parvovirus mematikan ?,id,0.209,-0.482,0.0,0.8,1.946,1,2.473
indonesian_polar_175,Apakah Tuberkulosis dapat menular?,id,0.209,-0.482,0.0,0.6,1.946,1,2.273
indonesian_content_10942,Kapan Shanghai Transrapid dibuka umum?,id,0.114,-0.781,0.0,1.0,1.946,0,2.279
indonesian_polar_328,bisakah baja berkarat?,id,0.209,-1.482,0.0,0.5,1.792,1,1.019
indonesian_polar_189,Apakah aplikasi VSCOCAM berbayar?,id,0.209,-0.482,0.0,0.8,1.946,1,2.473
indonesian_content_2668,berapakah jumlah kecamatan di kabupaten Solok Selatan?,id,-0.208,0.219,0.0,0.75,2.303,0,3.064
indonesian_polar_365,apakah Badak jawa terancam punah?,id,0.009,-0.482,0.0,0.833,2.079,1,2.439
indonesian_polar_61,Adakah waduk dapat dijadikan sumber air Irigasi?,id,-0.219,1.518,1.0,0.75,2.303,1,5.352
indonesian_content_6987,Kapan Kazimierz II lahir?,id,0.364,-0.781,0.0,0.75,1.792,0,2.125
indonesian_content_6746,Berapa populasi Sichuan?,id,-0.636,-1.781,0.0,1.0,1.609,0,0.192
indonesian_polar_60,Apakah bisa Ular laut berperut kuning mematikan ?,id,1.066,1.518,1.0,0.75,2.303,1,6.637
indonesian_content_1484,Siapa nama vokalis The Beatles?,id,-0.636,1.219,0.0,0.8,1.946,0,3.329
indonesian_polar_73,apakah Indonesia negara Islam terbesar di dunia?,id,-0.076,1.518,0.0,0.75,2.303,1,4.495
indonesian_polar_240,apakah Sunan Kudus pernah menikah?,id,0.409,-0.482,0.0,0.833,2.079,1,2.839
indonesian_content_1534,Berapa lama Yoweri Kaguta Museveni menjabat presiden Uganda?,id,0.078,0.219,0.0,1.0,2.303,0,3.6
indonesian_content_6575,berapakah jumlah karakter wiracarita Mahabharata?,id,-0.436,0.219,0.0,0.833,2.079,0,2.695
indonesian_polar_345,apakah Command and Conquer mempunyai sekuel?,id,0.209,0.518,0.0,0.857,2.197,1,3.781
indonesian_polar_206,Apakah Windows Explorer menggunakan Nama NetBIOS?,id,-0.124,-0.482,0.0,0.857,2.197,1,2.448
indonesian_polar_116,Apakah Yamcha adalah tokoh antagonis ?,id,0.009,-0.482,0.0,0.667,2.079,1,2.273
indonesian_polar_398,Apakah karakter Avatar seorang laki laki?,id,-0.291,0.518,0.0,0.571,2.197,1,2.995
indonesian_polar_24,apakah Marga Raja Basa adalah marga kerajaan?,id,0.352,0.518,0.0,0.75,2.303,1,3.923
indonesian_polar_49,Apakah Ferit Orhan Pamuk pernah meraih penghargaan?,id,0.352,0.518,0.0,0.875,2.303,1,4.048
indonesian_polar_317,Apakah Alamat IP versi 4 digunakan pada komputer?,id,0.459,0.518,0.0,0.667,2.398,1,4.042
indonesian_content_6479,Berapa luas Kabupaten Pemalang?,id,-0.636,-0.781,0.0,1.0,1.792,0,1.375
indonesian_polar_353,Adakah Iran termasuk dalam Liga Arab?,id,-0.291,0.518,1.0,0.714,2.197,1,4.138
indonesian_content_8737,Siapa pendiri Kastil Nottingham?,id,-0.636,0.219,0.0,0.75,1.792,0,2.125
indonesian_polar_41,Apakah Kerajaan Mataram merupakan kerajaan Hindu ?,id,-0.124,-0.482,0.0,0.857,2.197,1,2.448
indonesian_polar_14,apakah lelaki mempunyai hormon estrogen?,id,-0.391,-0.482,0.0,0.833,2.079,1,2.039
indonesian_content_164,Berapakah luas Kabupaten Kendal ?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_polar_151,Aapakah merokok penyebab utama penyakit jantung koroner?,id,-0.505,1.518,0.0,0.875,2.303,1,4.191
indonesian_polar_162,Apakah Albert Einstein‎ filsuf berasal dari Jerman?,id,0.209,-0.482,0.0,0.75,2.303,1,2.78
indonesian_content_10821,Kenapa Negeri Naga Guntur dikenal sebagai Negeri Naga Guntur?,id,0.114,0.219,0.0,0.889,2.398,0,3.62
indonesian_polar_204,apakah ada kerajaan di kota Singaraja?,id,-0.457,0.518,0.0,0.714,2.197,1,2.972
indonesian_polar_310,"apakah Joseph Patrick ""Joe"" Kennedy mempunyai isteri?",id,1.781,-0.482,0.0,0.875,2.485,1,4.659
indonesian_polar_139,apakah limbah fosfat berbahaya bagi hewan?,id,0.043,-0.482,0.0,0.714,2.197,1,2.472
indonesian_content_8625,tahun berapakah M.net didirikan?,id,0.614,-0.781,0.0,0.8,1.946,0,2.579
indonesian_polar_468,apakah nabi Isma'il pernah menikah?,id,1.043,0.518,0.0,0.857,2.303,1,4.721
indonesian_content_5565,Berapa lama Kerajaan Singhasari berkuasa ?,id,0.864,-0.781,0.0,1.0,1.946,0,3.029
indonesian_content_8520,Berapa luas wilayah Probolinggo?,id,-0.636,-0.781,0.0,1.0,1.792,0,1.375
indonesian_polar_306,Adakah proses Fotosintesis memerlukan cahaya matahari?,id,-0.124,0.518,1.0,0.857,2.197,1,4.448
indonesian_content_10731,Kapan Avatar: The Legend of Aang pertama tayang di Indonesia?,id,1.141,1.219,0.0,0.9,2.565,0,5.825
indonesian_polar_51,apakah ada manusia yang tinggal di Kepulauan kutub Svalbard?,id,-0.457,2.518,1.0,0.7,2.485,1,6.246
indonesian_content_6908,Apa yang dimaksud dengan cerita fiksi ?,id,-0.236,0.219,1.0,0.5,2.079,0,3.562
indonesian_polar_91,Apakah Louis Braille adalah seorang tunanetra ?,id,0.709,-0.482,0.0,0.571,2.197,1,2.995
indonesian_polar_339,apakah jerman pernah menjuarai liga sepakbola dunia?,id,-0.219,0.518,0.0,0.875,2.303,1,3.477
indonesian_polar_312,apakah komunikasi hewan bisa dipelajari oleh manusia?,id,0.209,-0.482,0.0,0.625,2.303,1,2.655
indonesian_content_2077,Siapa pendiri Sekolah Tinggi Agama Islam Nahdlatul Ulama Temanggung?,id,-0.386,3.219,0.0,0.889,2.398,0,6.12
indonesian_polar_67,Apakah Hirohito masih hidup?,id,0.209,-0.482,0.0,0.8,1.946,1,2.473
indonesian_content_561,Apa yang dimaksud dengan kepercayaan?,id,-0.136,0.219,1.0,0.4,1.946,0,3.429
indonesian_content_9299,Dimanakah Dinasti Jin berkuasa ?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_content_9163,Apa yang dimaksud dengan aplikasi iOS?,id,-0.236,0.219,1.0,0.5,2.079,0,3.562
indonesian_polar_107,Apakah K'tut Tantri seorang penulis buku?,id,0.352,-0.482,0.0,0.75,2.398,1,3.018
indonesian_content_5759,Siapa ibu Yesus kristus?,id,-0.636,0.219,0.0,0.75,1.792,0,2.125
indonesian_polar_180,apakah palem memiliki buah?,id,-0.291,-0.482,0.0,0.8,1.946,1,1.973
indonesian_polar_322,apakah ada kerajaan yang berasal dari Jambi?,id,-0.362,1.518,1.0,0.625,2.303,1,5.084
indonesian_content_8282,Kapan Penghormatan Leluhur perlu dilakukan?,id,0.614,-0.781,0.0,1.0,1.946,0,2.779
indonesian_polar_221,Apaakh Nuzi nama daerah di Mesopotamia?,id,-0.591,2.518,0.0,0.833,2.079,1,4.839
indonesian_content_3265,berapakah luas kota Al-Khader?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_polar_44,Apakah musik keroncong terkenal sampai keluar negeri ?,id,0.209,-0.482,0.0,0.75,2.303,1,2.78
indonesian_polar_63,apakah kalsium termasuk mineral?,id,-0.291,-0.482,0.0,0.8,1.946,1,1.973
indonesian_polar_355,Apakah orang yang mengeluarkan nifas dibolehkan melakukan hubungan suami istri?,id,0.109,1.518,1.0,0.818,2.565,1,6.01
indonesian_content_2421,Berapa jumlah kota di Venezuela?,id,-0.136,-0.781,0.0,0.8,1.946,0,1.829
indonesian_content_1724,dimanakah Yerusalem terletak?,id,0.03,-0.781,0.0,0.75,1.792,0,1.791
indonesian_polar_35,Apakah Najelaa Shihab seorang dosen?,id,-0.191,-0.482,0.0,0.667,2.079,1,2.073
indonesian_content_10595,Apa yang dimaksud dengan vestimentum ?,id,-0.136,0.219,1.0,0.4,1.946,0,3.429
indonesian_polar_346,bisakah kita mengganti Alamat IP pada komputer personal kita?,id,-0.013,-0.482,0.0,0.5,2.485,1,2.49
indonesian_polar_196,apakah Genghis Khan berasal dari Kekaisaran Mongol?,id,-0.076,-0.482,0.0,0.75,2.303,1,2.495
indonesian_polar_250,Apakah Bebandung sebuah puisi?,id,-0.291,-0.482,0.0,0.4,1.946,1,1.573
indonesian_polar_261,apakah bima termasuk karakter antagonis?,id,-0.391,-0.482,0.0,0.833,2.079,1,2.039
indonesian_content_8395,berapa lamakah Kekaisaran Mongolia berkuasa?,id,0.864,-0.781,0.0,1.0,1.946,0,3.029
indonesian_content_2732,Pada umur berapa Muhammad diangkat menjadi nabi ?,id,-0.136,-0.781,1.0,0.857,2.197,0,3.137
indonesian_content_9566,Siapakah yang menemukan benua Amerika?,id,-0.236,0.219,1.0,0.5,2.079,0,3.562
indonesian_content_2550,Milik agama apakah Alkitab Ibrani?,id,0.164,0.219,0.0,0.667,2.079,0,3.129
indonesian_polar_92,Apakah Tempo memiliki majalah Elektronik?,id,-0.391,-0.482,0.0,0.833,2.079,1,2.039
indonesian_content_4892,berapa lamakh proses pembuatan drama seri Heroes?,id,-0.636,2.219,0.0,1.0,2.197,0,4.78
indonesian_polar_368,Apakah watak Petruk seorang laki laki?,id,-0.291,-0.482,0.0,0.571,2.197,1,1.995
indonesian_content_10984,Kapan Creative Eye Limited didirikan?,id,0.614,0.219,0.0,1.0,1.946,0,3.779
indonesian_content_7400,dimanakah letak Karang Penghalang Besar?,id,-0.436,1.219,0.0,0.833,2.079,0,3.695
indonesian_polar_233,Apakah Intrusi air asin dapat membahayakan ekosistem laut?,id,0.209,0.518,0.0,0.778,2.398,1,3.903
indonesian_content_3890,Kapan Pengeboman Masjid Al-Rawdah terjadi ?,id,0.614,0.219,0.0,1.0,1.946,0,3.779
indonesian_polar_289,Apakah meminum Cherrybelle dapat menyebabkan kematian?,id,0.209,-0.482,1.0,0.714,2.197,1,3.638
indonesian_polar_471,Apakah Psikologi kognitif diperlukan dalam pendidikan anak TK?,id,-0.166,0.518,0.0,0.778,2.398,1,3.528
indonesian_polar_126,Adakah matahari itu bintang?,id,-0.291,-0.482,0.0,0.6,1.946,1,1.773
indonesian_content_1765,Di kendaraan apakah dapat ditemukan mesin pembakaran dalam?,id,0.114,-0.781,0.0,0.556,2.398,0,2.287
indonesian_polar_370,apakah Pangeran Arya Jepara mempunyai anak?,id,0.209,0.518,0.0,0.857,2.197,1,3.781
indonesian_content_1790,dimankah gereja katolik tertua di jakarta?,id,0.197,0.219,0.0,0.571,2.197,0,3.184
indonesian_content_6667,dimanakah Santo Athanasius meninggal?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_content_1409,Adakah Rusia Negara yang berbatasan dengan Laut Hitam?,id,-0.136,1.219,1.0,0.667,2.398,0,5.148
indonesian_polar_94,Adakah bendungan dapat dijadikan tempat rekreasi?,id,-0.124,0.518,1.0,0.714,2.197,1,4.305
indonesian_content_2718,berapakah luas negara Islandia?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_polar_443,apakah ikan Koi termasuk spesies ikan hias air tawar?,id,-0.235,1.518,0.0,0.9,2.485,1,4.668
indonesian_content_7317,Siapa yang menemukan gitar pertama kali ?,id,-0.236,0.219,1.0,0.667,2.079,0,3.729
indonesian_polar_246,Apakah pohon Weru memiliki buah?,id,0.009,-0.482,0.0,0.833,2.079,1,2.439
indonesian_content_9204,Siapa nama orang tua Dion Momongan?,id,-0.436,1.219,0.0,0.833,2.079,0,3.695
indonesian_content_7541,berapakah besar planet Yupiter?,id,-0.136,-0.781,0.0,0.8,1.946,0,1.829
indonesian_polar_295,Apakah pertunjukan Reog menggunakan musik latar?,id,-0.124,-0.482,0.0,0.857,2.197,1,2.448
indonesian_content_6713,Berapakah luas Samudra Atlantik ?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_content_3091,abad berapakah alat batu pertama kali diciptakan?,id,1.364,-0.781,0.0,0.875,2.303,0,3.761
indonesian_polar_208,Apakah Gen dapat mempengaruhi warna kulit?,id,-0.124,-0.482,0.0,0.714,2.197,1,2.305
indonesian_content_5250,Siapakah yang mendirikan organisasi PETA ?,id,-0.236,0.219,1.0,0.5,2.079,0,3.562
indonesian_polar_293,apakah Tama masih hidup?,id,0.209,-0.482,0.0,0.8,1.946,1,2.473
indonesian_polar_1,Apakah Bosun sama dengan Nahkoda kapal?,id,-0.291,-0.482,0.0,0.714,2.197,1,2.138
indonesian_polar_388,apakah Michael Dell mendirikan perusahaan nya dengan menggunakan dana investor?,id,-0.091,0.518,1.0,0.727,2.565,1,4.719
indonesian_content_10373,berapakah luas kota surakarta?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_content_3599,kapankah Singapura resmi didirikan sebagai negara?,id,0.197,-0.781,0.0,0.714,2.197,0,2.327
indonesian_polar_300,Apakah jamu secara medik adalah minuman yang sehat?,id,0.459,0.518,0.0,0.556,2.398,1,3.931
indonesian_polar_105,Apakah Binokular sebuah teleskop?,id,-0.291,0.518,0.0,0.4,1.946,1,2.573
indonesian_content_3936,Siapa pemain utama Kekasih The Lovers?,id,-0.436,1.219,0.0,0.833,2.079,0,3.695
indonesian_content_1857,berapakah luas Masjid Jami' Tuhfaturroghibin?,id,-0.036,-0.781,0.0,0.833,2.197,0,2.213
indonesian_polar_258,Apakah film Dragon Ball Z diangkat dari anime ?,id,0.334,1.518,0.0,0.778,2.398,1,5.028
indonesian_polar_75,apakah Santo Fransiskus Xaverius masih hidup?,id,-0.124,0.518,0.0,0.857,2.197,1,3.448
indonesian_polar_380,apakah bahasa Jawa Kuno masih digunakan?,id,0.543,0.518,0.0,0.857,2.197,1,4.115
indonesian_polar_457,apakah Dehidroepiandrosteron berbahaya bagi manusia?,id,-0.191,-0.482,0.0,0.667,2.079,1,2.073
indonesian_content_9540,pernahkah Kaisar Qianlong menikah?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_content_4832,berapakah sekuel The Amazing Spider-Man?,id,-0.436,0.219,0.0,0.833,2.079,0,2.695
indonesian_content_4335,kapankah klub bola manchester united didirikan?,id,0.697,1.219,0.0,0.857,2.197,0,4.97
indonesian_polar_118,apakah Kapal Putih sebuah kapal perang?,id,-0.291,-0.482,0.0,0.571,2.197,1,1.995
indonesian_content_3777,Dimana Formula 1 kedua diadakan ?,id,0.864,-0.781,0.0,0.8,1.946,0,2.829
indonesian_polar_25,Apakah Masjid Al-Aqsa dan Kubah Batu termasuk situs-situs suci Yerusalem?,id,0.509,0.518,0.0,0.818,2.565,1,4.41
indonesian_content_437,siapakah pencipta sistem Berlin S-Bahn?,id,-0.436,1.219,0.0,0.667,2.079,0,3.529
indonesian_polar_164,Apakah makanan bisa tengik sebelum tanggal kedaluarsa?,id,-0.076,-0.482,0.0,0.625,2.303,1,2.37
indonesian_polar_323,Apakah depresi membahayakan kesehatan?,id,-0.291,-0.482,0.0,0.8,1.946,1,1.973
indonesian_polar_469,Apakah Ijmak termasuk Ijtihad?,id,-0.291,-0.482,0.0,0.8,1.946,1,1.973
indonesian_polar_129,apakah badak hewan omnivora?,id,-0.541,0.518,0.0,0.6,1.946,1,2.523
indonesian_content_9375,Bagaimanakah sistem pemerintahan di China ?,id,-0.036,-0.781,0.0,0.667,2.079,0,1.929
indonesian_content_7393,Dari manakah sumber air Irigasi?,id,-0.236,0.219,0.0,0.5,2.079,0,2.562
indonesian_polar_474,Apakah Roehana Koeddoes pernah meraih penghargaan ?,id,0.209,-0.482,0.0,0.857,2.197,1,2.781
indonesian_polar_404,Apakah penggunaan kondom dapat mencegah HIV/AIDS?,id,0.209,-0.482,0.0,0.714,2.197,1,2.638
indonesian_content_5475,Berapa simbol dalam Ukiran batu di Val Camonica?,id,-0.208,0.219,0.0,0.75,2.303,0,3.064
indonesian_polar_303,Apakah Skype memiliki fitur Panggilan konferensi?,id,-0.457,0.518,0.0,0.857,2.197,1,3.115
indonesian_polar_23,Apakah Gunung Tandikat termasuk gunung api aktif ?,id,-0.219,0.518,0.0,0.875,2.303,1,3.477
indonesian_polar_193,apakah rusia mempunyai bom nuklir?,id,-0.391,-0.482,0.0,0.833,2.079,1,2.039
indonesian_polar_291,apakah all of Duty: Black Ops II mempunyai sekuel?,id,1.098,1.518,0.0,0.8,2.565,1,5.981
indonesian_content_5442,dimanakah Max Stirner dilahirkan?,id,0.364,-0.781,0.0,0.8,1.946,0,2.329
indonesian_polar_88,apakah candi borobudur terletak di Provinsi Jawa Tengah?,id,-0.166,0.518,0.0,0.778,2.398,1,3.528
indonesian_polar_65,pernahkah amerika mengalami krisis ekonomi?,id,-0.391,-0.482,0.0,0.833,2.079,1,2.039
indonesian_content_2586,Siapa ketua unit Legiun Asing Prancis?,id,-0.636,2.219,0.0,0.833,2.079,0,4.495
indonesian_content_4579,Mengapa ajaran Setanisme menolak tuhan?,id,0.114,-0.781,0.0,1.0,1.946,0,2.279
indonesian_polar_442,Apakah Vihara Buddhagaya terletak di Indonesia?,id,0.043,-0.482,0.0,0.714,2.197,1,2.472
indonesian_polar_127,apakah Bruce Lee murid dari Ip Man?,id,-0.362,0.518,0.0,0.75,2.303,1,3.209
indonesian_content_11500,berapa lamakah yang diperlukan untuk memanen tembakau?,id,-0.303,0.219,2.0,0.714,2.197,0,4.827
indonesian_content_11572,Kapan buku Stardust diterbitkan di Inggris?,id,0.164,-0.781,0.0,0.833,2.079,0,2.295
indonesian_polar_66,apakah Deinococcus radiodurans terdapat dalam hewan?,id,0.043,-0.482,0.0,0.714,2.197,1,2.472
indonesian_content_7457,berapakah luas Kabupaten Sekadau?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_polar_52,Apakah Rosela dapat dijadikan minuman Jus?,id,-0.124,-0.482,0.0,0.714,2.197,1,2.305
indonesian_content_9458,Dimana Paus Fransiskus lahir ?,id,0.364,-0.781,0.0,1.0,1.792,0,2.375
indonesian_polar_352,apakah cahaya matahari meberikan efek pada proses pigmentasi?,id,-0.041,-0.482,0.0,0.778,2.398,1,2.653
indonesian_content_1604,Bagaimana konsep tuhan dalam Teologi apofatis?,id,-0.236,-0.781,0.0,0.833,2.079,0,1.895
indonesian_content_11469,siapakah pemimpin Kekaisaran Bizantium yang terlama?,id,0.03,0.219,1.0,0.571,2.197,0,4.017
indonesian_polar_15,apakah Belanda masuk dalam Perang Dunia I?,id,-0.362,0.518,0.0,0.75,2.303,1,3.209
indonesian_polar_391,Apakah Meningitis bisa disembuhkan?,id,0.209,-0.482,0.0,0.6,1.946,1,2.273
indonesian_polar_390,apakah kerajaan Persia terletak di negara Iran?,id,-0.076,-0.482,0.0,0.75,2.303,1,2.495
indonesian_content_9854,berapakah jumlah episode iCarly ?,id,-0.386,-0.781,0.0,0.8,1.946,0,1.579
indonesian_polar_446,Apakah Nokia PC Suite memerlukan kabel sambungan?,id,0.066,0.518,0.0,0.875,2.303,1,3.762
indonesian_polar_449,apakah Pulau Anak Krakatau memiliki gunung api ?,id,0.066,0.518,0.0,0.875,2.303,1,3.762
indonesian_polar_270,Apakah orang yang mengeluarkan nifas boleh melakukan hubungan suami istri?,id,0.309,0.518,1.0,0.727,2.565,1,5.119
indonesian_content_4649,berapakah luas Nikaragua?,id,-0.303,-0.781,0.0,0.75,1.792,0,1.458
indonesian_content_122,Kapankah Islam masuk ke Indonesia?,id,-0.036,-0.781,0.0,0.667,2.079,0,1.929
indonesian_polar_266,apakah penyakit Diabetes melitus disebabkan oleh garis keturunan?,id,0.084,0.518,0.0,0.778,2.398,1,3.778
indonesian_polar_438,Apakah Ikan pari manta membahayakan manusia?,id,0.209,0.518,0.0,0.857,2.197,1,3.781
indonesian_content_8373,Di umur berapa Kenneth Joseph Alford mulai menjadi pemusik?,id,0.489,0.219,1.0,0.889,2.398,0,4.995
indonesian_content_10291,dimanakah Mangkunegara IX dilahirkan?,id,0.364,-0.781,0.0,0.6,1.946,0,2.129
indonesian_content_5334,Siapakah tokoh utama dalam serial The Simpsons ?,id,-0.208,1.219,0.0,0.625,2.303,0,3.939
indonesian_polar_427,Apakah Joule merupakan satuan energi?,id,-0.391,-0.482,0.0,0.833,2.079,1,2.039
indonesian_polar_399,kapankah Naruto masuk dalam siaran tv Indonesia?,id,-0.362,0.518,0.0,0.75,2.303,1,3.209
indonesian_polar_101,Apakah obat sakit kepala dapat menyababkan kantuk?,id,0.495,-0.482,0.0,0.75,2.303,1,3.066
indonesian_content_950,Kapan Pertempuran Okinawa terjadi?,id,0.364,-0.781,0.0,1.0,1.792,0,2.375
indonesian_content_36,Siapa pendiri Poltekkes Semarang?,id,-0.636,0.219,0.0,0.75,1.792,0,2.125
indonesian_polar_199,apakah Sekolah pintar atau smart school ada di Indonesia?,id,0.876,0.518,0.0,0.7,2.485,1,4.579
indonesian_content_8379,Kapan orangtua Kaisar Konstantinus Agung menikah?,id,0.764,1.219,0.0,1.0,2.079,0,5.062
indonesian_polar_309,apakah ada kerajaan Minangkabau?,id,-0.541,-0.482,0.0,0.8,1.946,1,1.723
