unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,dataset_source
russian_content_6669,Кто написал музыку для мультипликационной трилогии «Приключе́ния пингвинёнка Лоло́»?,ru,2.49,0.0,0.333,0.778,2.565,0,6.166,tydi
finnish_polar_1800,Onko Suomen presidentti puollustusvoimien päällikkö?,fi,0.15,0.0,0.0,0.8,1.946,1,2.896,tydi
russian_content_2145,Где расположено Тотемское музейное объединение?,ru,-0.51,0.0,0.0,1.0,1.946,0,2.436,tydi
japanese_polar_170,ジャック・ニコルソンはアカデミー賞を受賞したことがある？,ja,-0.553,1.0,0.3,0.538,2.708,1,3.993,tydi
finnish_polar_329,Onko Tukholma aina ollut Ruotsin pääkaupunki?,fi,-0.85,0.0,0.0,0.667,2.079,1,1.896,tydi
korean_polar_328,도시철도(都市鐵道)는 도시 혹은 광역권 내부 지역 간의 교통을 담당하기 위해 건설 된 철도인가요?,ko,4.864,1.0,0.417,0.867,2.89,1,10.038,tydi
japanese_polar_522,スペインに国教はある？,ja,-0.553,0.0,0.4,0.6,1.946,1,2.393,tydi
english_polar_536,Do Puerto Ricans have US citizenship?,en,-0.17,0.0,0.4,0.833,2.079,1,3.142,tydi
english_content_8862,How many people died during the Second Seminole War?,en,0.422,0.0,0.333,0.778,2.398,0,3.931,tydi
finnish_polar_2247,Onko Ikaalinen Näsijärven rannalla?,fi,-0.85,0.0,0.0,0.75,1.792,1,1.692,tydi
indonesian_polar_387,Adakah Gilgames seorang Raja?,id,0.518,0.0,0.5,0.6,1.946,1,3.564,tydi
english_content_5534,What was Darcy's estate called in Pride and Prejudice?,en,0.422,0.0,0.667,0.556,2.398,0,4.043,tydi
japanese_polar_826,ギリシア神話でゼウスは他の動物に化けた？,ja,0.447,0.0,0.6,0.545,2.565,1,4.157,tydi
japanese_polar_144,アメリカ合衆国には国営の郵便サービスがありますか？,ja,0.447,0.0,0.6,0.538,2.708,1,4.293,tydi
finnish_polar_828,Ovatko udmurtit venäläisiä?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
arabic_content_8146,متى ولد مايكل جاكسون؟,ar,-0.8,0.0,0.333,0.25,1.792,0,1.575,tydi
finnish_content_13744,Minä vuonna itä- ja länsi-Saksan muuri purettiin?,fi,1.949,0.0,0.5,0.714,2.197,0,5.36,tydi
finnish_polar_66,Ylettyykö Atlantin meri Suomeen?,fi,0.15,0.0,0.333,1.0,1.792,1,3.275,tydi
japanese_content_6413,メキシコの最大宗教は何,ja,-1.19,0.0,0.0,0.5,1.946,0,1.256,tydi
russian_polar_24,Когда умер Ли Ха́рви О́свальд?,ru,-0.5,0.0,0.6,0.8,1.946,1,2.846,tydi
indonesian_polar_147,provinsi jawa apakah yang terpadat tahun 2015?,id,1.518,1.0,0.5,0.5,2.303,1,5.821,tydi
arabic_polar_305,هل تعتبر ولاية سيكيم الهندية ساحلية أو داخلية؟,ar,0.175,0.0,0.5,0.625,2.303,1,3.603,tydi
english_content_9016,What percentage of the U.S. adult population is diagnosed with obesity?,en,0.422,0.0,0.5,0.545,2.565,0,4.032,tydi
arabic_content_7224,كيف يمكن تمييز أنثي المُحاكي الشِّماليّ ؟,ar,1.2,0.0,0.333,0.571,2.197,0,4.301,tydi
russian_content_7215,Как называется столица Осетии?,ru,-0.51,0.0,0.333,1.0,1.792,0,2.615,tydi
arabic_polar_731,هل يوجد غاز في السعودية ؟,ar,-0.825,0.0,0.5,0.6,1.946,1,2.221,tydi
russian_polar_519,Сохранилась ли крепость Баязет на 2019 год?,ru,-0.5,0.0,0.6,0.714,2.197,1,3.011,tydi
indonesian_content_511,Dimanakah letak Tibet ?,id,-0.781,0.0,0.0,0.5,1.792,0,1.511,tydi
finnish_polar_1329,Minkä puolueen politikko suuri Mirabeau oli?,fi,1.15,0.0,0.0,0.667,2.079,1,3.896,tydi
english_content_1922,What is Laos main export?,en,-0.578,0.0,0.0,0.6,1.946,0,1.968,tydi
arabic_polar_1743,هل سلطنة عمان بلد ساحلي؟,ar,-0.825,0.0,0.0,0.8,1.946,1,1.921,tydi
japanese_polar_302,アダム・スミスは小さな政府を提唱した？,ja,-0.553,0.0,0.4,0.5,2.485,1,2.832,tydi
english_polar_125,Has there been a television adaptation of Guardians of the Universe?,en,1.83,0.0,0.4,0.455,2.565,1,5.25,tydi
japanese_polar_79,サンスクリット語話者は今でもいる？,ja,-0.553,0.0,0.4,0.667,2.398,1,2.912,tydi
finnish_content_6939,Mikä oli Saksan asukasluku vuonna 1950?,fi,-0.051,0.0,0.0,0.5,2.079,0,2.528,tydi
arabic_content_5182,ما هو تنظيم داعش؟,ar,-0.8,0.0,0.0,0.5,1.792,0,1.492,tydi
arabic_polar_2305,هل الماسونية حقيقية؟,ar,-1.825,0.0,0.0,0.333,1.609,1,0.117,tydi
russian_polar_556,Есть ли море в городе Нахо́дка?,ru,-0.5,0.0,0.6,0.667,2.079,1,2.846,tydi
russian_polar_1073,Ла́на Тёрнер получила Оскар?,ru,-0.5,0.0,0.4,1.0,1.792,1,2.692,tydi
indonesian_polar_202,apakah August Theis masih hidup?,id,-0.482,1.0,0.25,0.833,2.079,1,3.68,tydi
english_content_1173,What is the most recent state to legalize casinos?,en,0.422,1.0,0.333,0.556,2.398,0,4.709,tydi
arabic_content_1052,من نفذ عملية اغتيال الرئيس المصري الأسبق محمد أنور السادات ؟,ar,2.2,0.0,0.0,0.6,2.485,0,5.285,tydi
russian_polar_142,Участвовал ли миноносец «Спокойный» во Второй Мировой войне?,ru,-0.5,0.0,0.6,0.75,2.485,1,3.335,tydi
russian_polar_322,Се́рая ца́пля обитает в России?,ru,-0.5,0.0,0.4,0.8,1.946,1,2.646,tydi
korean_polar_25,DNA는 이중나선 구조로 되어 있나요?,ko,-1.136,0.0,0.5,0.8,1.946,1,2.11,tydi
indonesian_polar_364,Apakah kesultanan Utsmaniyah termasuk zaman keemasan Islam?,id,0.518,0.0,0.75,0.875,2.303,1,4.446,tydi
russian_polar_1365,Верил в Бога Ньютон?,ru,-0.5,0.0,0.4,0.75,1.792,1,2.442,tydi
russian_polar_843,Есть ли реки в Алма́-Ате?,ru,-0.5,0.0,0.6,0.6,1.946,1,2.646,tydi
japanese_polar_964,テレビで、ＮＨＫは深夜番組の放送をしたことがある？,ja,0.447,1.0,0.4,0.571,2.833,1,5.251,tydi
arabic_polar_302,هل البرتقال يعطي فيتامين ج؟,ar,-0.825,0.0,0.5,0.4,1.946,1,2.021,tydi
arabic_polar_1248,هل خير الدين بربروس باشا عثماني الأصل؟,ar,0.175,0.0,0.0,0.571,2.197,1,2.943,tydi
japanese_content_800,リトアニアの国旗の赤色が象徴することは何？,ja,2.81,1.0,0.167,0.455,2.565,0,6.997,tydi
arabic_content_18074,متي تم إكتشاف عنصر الكولومبيوم ؟,ar,0.2,0.0,0.333,0.8,1.946,0,3.279,tydi
finnish_polar_1453,Ovatko Totoro-olennot ystävällisiä?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
indonesian_content_5919,Siapa yang memerankan karakter Iron man ?,id,1.219,1.0,0.333,0.667,2.079,0,5.298,tydi
english_content_3137,How many rounds are in boxing?,en,0.422,0.0,0.0,0.667,2.079,0,3.168,tydi
russian_content_9160,Когда был создан Русский алфавит?,ru,-0.51,0.0,0.5,0.8,1.946,0,2.736,tydi
russian_polar_1609,Можно ли в игре Sonic the Hedgehog CD путешествовать во времени?,ru,0.5,1.0,0.4,0.364,2.565,1,4.829,tydi
english_polar_1086,Is Hungarian a romance language?,en,-1.17,0.0,0.0,0.6,1.946,1,1.376,tydi
finnish_content_10079,Mikä on Raaseporin pinta-ala?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
finnish_polar_1921,Onko organismejä marssissa?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
english_content_8451,What is the wealthiest city in Brazil?,en,0.422,0.0,0.0,0.429,2.197,0,3.048,tydi
finnish_polar_1767,Onko saariharmaakettu uhanalainen laji?,fi,-0.85,0.0,0.0,0.75,1.792,1,1.692,tydi
russian_content_4039,Из чего был построен первый мост через Неву?,ru,0.49,0.0,0.5,0.5,2.303,0,3.793,tydi
indonesian_content_10452,Siapakah sultan ketiga puluh kesultanan Aceh?,id,0.219,0.0,0.0,0.571,2.197,0,2.987,tydi
russian_polar_1214,Фёдор Фёдорович Радецкий-национальный герой Болгарии?,ru,-0.5,0.0,0.0,1.0,1.946,1,2.446,tydi
russian_content_4257,Когда был выпущен первый Chevrolet Camaro?,ru,-0.51,0.0,0.5,0.5,2.079,0,2.569,tydi
russian_polar_762,В Переделкине жил Борис Пастернак?,ru,-0.5,0.0,0.4,0.8,1.946,1,2.646,tydi
japanese_polar_68,山崎 まさよしはバンドを組んだことがある？,ja,-0.553,1.0,0.3,0.6,2.485,1,3.832,tydi
finnish_polar_1750,Onko Patvinsuon kansallispuisto osa Pohjois-Karjalan biosfäärialuetta?,fi,0.15,0.0,0.0,0.833,2.079,1,3.062,tydi
japanese_polar_817,エンストローム論文の科学的信ぴょう性は高いか？,ja,0.447,1.0,0.0,0.6,2.485,1,4.532,tydi
finnish_polar_552,Onko basso matalin miesääni?,fi,-0.85,0.0,0.0,0.75,1.792,1,1.692,tydi
finnish_content_12048,Mihin maahan monarkia on perustettu ensimmäisen kerran?,fi,-0.051,0.0,0.667,0.714,2.197,0,3.527,tydi
japanese_polar_988,ハンバーガーはアメリカ発祥？,ja,-0.553,0.0,0.0,0.75,1.792,1,1.989,tydi
korean_polar_81,셀룰로오스는 펄프의 주성분인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973,tydi
english_polar_250,Did more people died in ww1 or ww2?,en,0.83,0.0,0.4,0.5,2.303,1,4.033,tydi
indonesian_polar_190,apakah Baitul Maqdis tempat Ibadah umat Yahudi?,id,1.518,0.0,0.0,0.875,2.303,1,4.696,tydi
russian_content_12676,Когда был написан Ветхий завет?,ru,-0.51,0.0,0.5,0.8,1.946,0,2.736,tydi
english_polar_509,Is Snoopy a girl or a boy?,en,-0.17,0.0,0.0,0.429,2.197,1,2.456,tydi
english_polar_931,Was Operation Hush successful?,en,-0.17,0.0,0.0,0.75,1.792,1,2.372,tydi
english_polar_837,Are footballs really made of pig skin?,en,-0.17,0.0,0.8,0.714,2.197,1,3.541,tydi
english_polar_1036,Did Hurricane Dora reach Georgia?,en,-0.17,0.0,0.4,0.8,1.946,1,2.976,tydi
japanese_polar_700,既読スルーという言葉はインスタントメッセンジャーのＬＩＮＥにのみ使用されるか？,ja,1.447,1.0,0.3,0.5,2.89,1,6.137,tydi
english_polar_768,Can cats control their purr?,en,-0.17,0.0,0.4,0.6,1.946,1,2.776,tydi
indonesian_polar_264,Apakah menggunakan bra saat tidur itu baik?,id,-0.482,1.0,0.75,0.625,2.303,1,4.196,tydi
russian_polar_428,Льва Толстого отлучили от Православной церкви?,ru,-0.5,0.0,0.4,0.833,2.079,1,2.812,tydi
japanese_content_3390,初代『ぷよぷよ』シリーズを開発した会社は何？,ja,0.81,1.0,0.333,0.5,2.639,0,5.282,tydi
english_polar_780,Do the Rough Riders still exist?,en,-0.17,0.0,0.4,0.667,2.079,1,2.976,tydi
russian_polar_1271,Был Александр Македонский женат?,ru,-0.5,0.0,0.0,0.75,1.792,1,2.042,tydi
japanese_polar_1278,DNAの中にアミノ酸は含まれていますか？,ja,0.447,1.0,0.4,0.462,2.708,1,5.017,tydi
finnish_content_12951,Minä vuonna Taisteluplaneetta Galactica televisiosarja esitettiin ensimmäisen kerran Suomessa?,fi,0.949,0.0,0.667,0.889,2.398,0,4.903,tydi
russian_polar_443,Садда́м Хусе́йн был казнен?,ru,-0.5,0.0,0.4,0.75,1.792,1,2.442,tydi
arabic_content_15879,ما هي حروف العلة في اللغة العربية ؟,ar,0.2,0.0,0.0,0.571,2.197,0,2.968,tydi
russian_polar_348,Использовалась ли 37-мм автомати́ческая зени́тная пу́шка образца́ 1939 го́да (61-К) для вооружения Советской Армии в период второй мировой войны?,ru,2.5,0.0,0.4,0.842,3.135,1,6.877,tydi
finnish_content_2027,Kuka kehitti Deadpool hahmon?,fi,-0.051,0.0,0.333,0.75,1.792,0,2.824,tydi
indonesian_content_11500,berapa lamakah yang diperlukan untuk memanen tembakau?,id,0.219,2.0,0.333,0.714,2.197,0,5.463,tydi
arabic_content_3923,متى توفي جمال خاشقجي؟,ar,-0.8,0.0,0.333,0.25,1.792,0,1.575,tydi
english_polar_553,Can endometriosis effect fertility?,en,-1.17,0.0,0.4,0.75,1.792,1,1.772,tydi
japanese_content_3200,ビスカヤ県ドゥランゴの主要産業は何,ja,-0.19,0.0,0.0,0.714,2.197,0,2.721,tydi
finnish_polar_1913,Sotivatko Etelä-Afrikan heimot keskenään?,fi,0.15,0.0,0.333,1.0,1.792,1,3.275,tydi
indonesian_polar_464,Apakah Prostitusi legal di Yunani Kuno ?,id,0.518,0.0,0.0,0.571,2.197,1,3.286,tydi
english_polar_578,Is Eske Willerslev dead?,en,-0.17,0.0,0.0,0.75,1.792,1,2.372,tydi
arabic_polar_642,هل البيتزا أكلة إيطالية تقليدية ؟,ar,-1.825,0.0,0.0,0.8,1.946,1,0.921,tydi
japanese_polar_559,大韓民国に共産主義の政党はある？,ja,0.447,0.0,0.4,0.7,2.485,1,4.032,tydi
japanese_content_1641,ジョージ・クラフォードの出身はどこ？,ja,-0.19,0.0,0.0,0.429,2.197,0,2.436,tydi
korean_polar_26,금속은 전기를 전도할 수 있는가?,ko,-1.136,0.0,0.75,1.0,1.946,1,2.56,tydi
russian_content_2169,Когда празднуют день независимости Ливии?,ru,0.49,0.0,0.333,1.0,1.946,0,3.769,tydi
russian_polar_1500,Ссылали в Омск декабристов?,ru,-0.5,0.0,0.4,0.75,1.792,1,2.442,tydi
russian_polar_681,Есть падежная система в македонском языке?,ru,0.5,0.0,0.2,0.833,2.079,1,3.612,tydi
indonesian_polar_327,apakah Command & Conquer: Generals mempunyai sekuel?,id,-0.482,0.0,1.0,0.857,2.398,1,3.773,tydi
japanese_content_6476,微分幾何学の先駆者は誰？,ja,-0.19,0.0,0.0,0.625,2.303,0,2.738,tydi
japanese_content_4978,リンパ球を発見したのは誰,ja,-0.19,1.0,0.5,0.333,2.303,0,3.946,tydi
finnish_content_994,Kuinka pitkä on Tiberjoki?,fi,-1.051,0.0,0.0,0.75,1.792,0,1.491,tydi
indonesian_polar_23,Apakah Gunung Tandikat termasuk gunung api aktif ?,id,0.518,0.0,0.75,0.875,2.303,1,4.446,tydi
finnish_content_3677,Milloin Nuorsuomalaiset ryhmittyivät itsenäiseksi puolueeksi?,fi,-0.051,0.0,0.5,1.0,1.946,0,3.395,tydi
finnish_content_5635,Mitä tarkoittaa amiraliteetti?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
russian_polar_1158,Россия признала Геноци́д армя́н?,ru,-0.5,0.0,0.4,1.0,1.792,1,2.692,tydi
finnish_content_11633,Milloin alkueliöt ekan kerran löydettiin?,fi,-0.051,0.0,0.5,1.0,1.946,0,3.395,tydi
russian_polar_21,"Получила ли Элизабет Тейлор ""Оскар"" за роль Клеопатры?",ru,-0.5,0.0,0.8,0.75,2.485,1,3.535,tydi
english_polar_1121,Did Dilophosaurus have feathers?,en,-1.17,0.0,0.4,0.75,1.792,1,1.772,tydi
indonesian_polar_358,apakah Plutarkhos masih hidup?,id,-0.482,1.0,0.5,0.6,1.946,1,3.564,tydi
english_content_1880,When was algebra first developed?,en,-1.578,0.0,0.667,0.8,1.946,0,1.835,tydi
arabic_polar_2319,هل زراعة الارز شبه المائي صالحة في نهر النيل؟,ar,1.175,0.0,0.0,0.778,2.398,1,4.351,tydi
japanese_content_1732,三輪自動車が初めて開発されたのはいつ,ja,-0.19,1.0,0.667,0.385,2.639,0,4.501,tydi
indonesian_polar_98,Apakah Imam Mahdī muncul sebelum Dajjal ?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179,tydi
japanese_polar_844,トラジャ族には、特有の言語がありますか？,ja,0.447,0.0,0.6,0.455,2.639,1,4.141,tydi
english_polar_1155,Is Concentration still airing?,en,-1.17,0.0,0.4,0.75,1.792,1,1.772,tydi
english_content_4437,How many copies did Warriors Orochi 3 sale?,en,0.422,0.0,0.333,0.75,2.303,0,3.808,tydi
japanese_polar_399,ボノボは、性行為を生殖の目的以外でも行う？,ja,0.447,0.0,0.6,0.615,2.773,1,4.435,tydi
finnish_content_9720,Kuka rakensi Utajärven kirkon?,fi,-0.051,0.0,0.333,0.75,1.792,0,2.824,tydi
finnish_content_9592,Mitkä maat voittivat toisen maailmansodan?,fi,-0.051,0.0,0.333,0.8,1.946,0,3.028,tydi
finnish_polar_343,Onko missään Euroopassa nykyisin kansallissosialistisia puolueita?,fi,0.15,0.0,0.0,0.667,2.079,1,2.896,tydi
indonesian_polar_339,apakah jerman pernah menjuarai liga sepakbola dunia?,id,0.518,0.0,1.0,0.875,2.303,1,4.696,tydi
finnish_content_5542,Milloin Lady Jane Grey syntyi?,fi,-0.051,0.0,0.333,1.0,1.946,0,3.228,tydi
english_polar_166,Can you cut a nerve fiber?,en,-0.17,0.0,0.4,0.5,2.079,1,2.809,tydi
finnish_content_12633,Milloin Alfred Hitchcock kuoli?,fi,-0.051,0.0,0.333,1.0,1.792,0,3.074,tydi
english_content_318,How long is the Sacramento River?,en,-0.578,0.0,0.0,0.667,2.079,0,2.168,tydi
russian_content_4788,Когда языково-ориентированное программирование появилось в России?,ru,-0.51,0.0,0.5,0.833,2.079,0,2.902,tydi
english_polar_933,Is The Young and the Restless still airing?,en,0.83,0.0,0.4,0.5,2.303,1,4.033,tydi
arabic_polar_1218,هل دخلت الإمبراطورية العثمانية المغرب؟,ar,-0.825,0.0,0.333,0.8,1.946,1,2.254,tydi
korean_content_2294,헐리우드가 설립된 해는 언제인가?,ko,0.184,1.0,0.2,1.0,1.792,0,4.176,tydi
japanese_content_6004,レンズ付きフィルムを初めて販売した会社はどこ,ja,0.81,1.0,0.333,0.545,2.485,0,5.173,tydi
arabic_content_6385,اين ولد الشاعر عبد الله البردوني؟,ar,1.2,0.0,0.333,0.333,2.079,0,3.945,tydi
russian_content_9198,Почему была создана «Армия Андерса»?,ru,-0.51,0.0,0.5,0.8,2.197,0,2.987,tydi
russian_content_10187,Что послужило причиной боев на Халхин-Голе в 1939 году?,ru,1.49,0.0,0.333,0.7,2.485,0,5.008,tydi
arabic_polar_195,هل يساعد زيت جوز الهند في تفتيح البشرة ؟,ar,-0.825,0.0,0.5,0.5,2.303,1,2.478,tydi
arabic_content_15241,ما هي الخوارزمية ؟,ar,-1.8,0.0,0.0,0.333,1.609,0,0.142,tydi
finnish_polar_2039,Onko Sudanissa käyty koskaan sotaa?,fi,-0.85,0.0,0.667,0.8,1.946,1,2.563,tydi
russian_content_12081,В каком городе родился Анто́н Алекса́ндрович Понкрашо́в?,ru,-0.51,0.0,0.333,0.714,2.197,0,2.734,tydi
indonesian_polar_127,apakah Bruce Lee murid dari Ip Man?,id,0.518,0.0,0.0,0.75,2.303,1,3.571,tydi
arabic_polar_1821,هل تدخلت المملكة السعودية في الأزمة السورية ؟,ar,-0.825,0.0,0.333,0.714,2.197,1,2.419,tydi
finnish_content_12173,Milloin Charles de Gaulle aloitti sotilasuransa?,fi,-0.051,0.0,0.5,1.0,2.079,0,3.528,tydi
russian_content_9769,Сколько копий Final Fantasy VII было проданов России на март 2019?,ru,0.49,0.0,0.0,0.545,2.565,0,3.6,tydi
russian_polar_1262,Линкор «Айова» воевал в войне в Персидском заливе?,ru,0.5,0.0,0.4,0.75,2.485,1,4.135,tydi
english_polar_721,Are potatoes naturally gluten free?,en,-1.17,0.0,0.0,0.8,1.946,1,1.576,tydi
korean_content_4690,프랑스 카톨릭 교회의 초대 추기경은 누구인가?,ko,0.184,0.0,0.2,1.0,2.079,0,3.463,tydi
russian_content_8526,Что такое знаки отличия в российской армии?,ru,0.49,0.0,0.0,0.571,2.197,0,3.258,tydi
russian_content_8856,Кто является противником Яку́дза в Япотнии?,ru,0.49,0.0,0.333,0.667,2.079,0,3.569,tydi
finnish_content_14014,Mihin hanke suurmoskeijan perustamisesta Helsinkiin kaatui?,fi,0.949,0.0,0.333,0.833,2.079,0,4.194,tydi
russian_content_10034,Кто был инициатором группового самосожжения в Пекине в 2001 году?,ru,0.49,0.0,0.0,0.6,2.485,0,3.575,tydi
finnish_content_652,Mitä diskurssianalyysi tarkoittaa?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
finnish_polar_2018,Onko Ortodoksisella kirkolla paavia vastaavaa instituutiota?,fi,0.15,0.0,0.0,0.833,2.079,1,3.062,tydi
japanese_content_5056,J・R・R・トールキンの作家になる前の職業は何？,ja,1.81,1.0,0.167,0.5,2.89,0,6.367,tydi
russian_polar_1117,Есть вампиры в преданиях древней Азии?,ru,0.5,0.0,0.4,0.833,2.079,1,3.812,tydi
japanese_polar_585,シモン・ボリバルは革命家？,ja,-0.553,0.0,0.0,0.667,2.079,1,2.193,tydi
russian_polar_1336,Есть ли метров Твери?,ru,-1.5,0.0,0.6,0.75,1.792,1,1.642,tydi
english_polar_547,Can greed be a good thing?,en,-1.17,0.0,0.0,0.5,2.079,1,1.409,tydi
indonesian_polar_5,Apakah perakam ketikan dapat menyebabkan pencurian kata sandi?,id,0.518,0.0,1.0,0.778,2.398,1,4.694,tydi
indonesian_polar_244,Apakah ambien bisa disembuhkan ?,id,-0.482,0.0,0.5,0.6,1.946,1,2.564,tydi
finnish_polar_2054,Onko Half-Life 2: Episode Two -pelissä zombeja?,fi,0.15,0.0,0.0,0.714,2.303,1,3.167,tydi
english_content_1235,Who created Bloom County?,en,-0.578,0.0,0.333,0.75,1.792,0,2.297,tydi
english_polar_949,Did the CoRot space find anything?,en,-0.17,0.0,0.4,0.5,2.079,1,2.809,tydi
korean_content_2,로마 가톨릭교회 초대 추기경은 누구인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
english_content_47,How much money does Stephen King make per movie?,en,0.422,0.0,0.5,0.778,2.398,0,4.098,tydi
russian_content_3198,Валенти́н Петро́вич Глушко́ посещать США?,ru,-0.51,0.0,0.333,1.0,1.946,0,2.769,tydi
korean_polar_295,용은 난생 동물 셋 중에는 첫 번째인가요?,ko,0.864,0.0,0.75,0.714,2.197,1,4.525,tydi
finnish_content_5225,Mitä neutralointititraus tarkoittaa?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
english_polar_458,Is Mardi Gras a holiday?,en,-0.17,0.0,0.0,0.6,1.946,1,2.376,tydi
english_polar_511,Is UT a research campus?,en,-0.17,0.0,0.0,0.6,1.946,1,2.376,tydi
japanese_polar_536,テニス、ウィンブルドン選手権はリーグ戦？,ja,-0.553,0.0,0.0,0.75,2.303,1,2.5,tydi
korean_content_8435,그리스의 첫번째 식민지는 어디인가요?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176,tydi
japanese_polar_857,ペンシルベニア州フィラデルフィアには、地下鉄がありますか？,ja,0.447,0.0,0.6,0.545,2.639,1,4.231,tydi
russian_content_262,Когда Троцкий уехал из СССР?,ru,-0.51,0.0,0.5,0.6,1.946,0,2.536,tydi
arabic_content_7867,من هو رادوفان كاراديتش؟,ar,-0.8,0.0,0.0,0.0,1.792,0,0.992,tydi
finnish_content_11716,Mikä on Queensin pinta-ala?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
russian_polar_1170,Является ли Южная Осетия республикой?,ru,-0.5,0.0,0.6,0.8,1.946,1,2.846,tydi
japanese_polar_1041,孫 策ぶ子どもはいた？,ja,0.447,1.0,0.2,0.667,2.079,1,4.393,tydi
english_content_1154,Who was pope before Gregory XIII?,en,-0.578,0.0,0.0,0.333,2.079,0,1.834,tydi
indonesian_polar_232,apakah ada standar pisau yang di gunakan dalam seni Lempar pisau?,id,2.518,1.0,0.625,0.667,2.639,1,7.449,tydi
korean_polar_41,우주에 대한 관측 성과는 계속적으로 발전하여 윌리엄 허셜은 천왕성을 발견하는 한편 수 많은 항성에 대한 관측을 바탕으로 은하의 지도를 제작하였나요?,ko,2.864,1.0,0.5,0.95,3.091,1,8.405,tydi
english_content_1156,When was USS Lexington (CV-2) built?,en,1.422,1.0,0.333,0.714,2.485,0,5.954,tydi
russian_content_1302,Кому подчиняется КГБ?,ru,-1.51,0.0,0.333,0.667,1.609,0,1.099,tydi
english_polar_235,Are refugees legal?,en,-1.17,0.0,0.0,0.667,1.609,1,1.106,tydi
arabic_content_18067,ما هي فترة أسوكا؟,ar,-0.8,0.0,0.0,0.25,1.792,0,1.242,tydi
english_content_8018,How much does a sumo wrestler make?,en,-0.578,0.0,0.333,0.714,2.197,0,2.666,tydi
finnish_content_14042,Milloin Ferdowsi kuoli?,fi,-1.051,0.0,0.333,1.0,1.609,0,1.891,tydi
english_polar_276,Does Buddhism believe in Jesus?,en,-0.17,0.0,0.4,0.6,1.946,1,2.776,tydi
indonesian_polar_436,Apakah Yesus seorang nabi dalam Islam?,id,0.518,0.0,0.0,0.571,2.197,1,3.286,tydi
russian_polar_1344,Габапентином лечат невралгию?,ru,-1.5,0.0,0.4,1.0,1.609,1,1.509,tydi
japanese_content_2651,伊藤明弘のデビュー作は何？,ja,-0.19,0.0,0.0,0.571,2.197,0,2.578,tydi
arabic_content_16901,كم ملك حكم المملكة الأردنيّة الهاشميّة لحد الآن؟,ar,0.2,0.0,0.0,0.778,2.398,0,3.376,tydi
japanese_polar_574,クログチヤモリザメは肉食？,ja,-0.553,0.0,0.0,0.667,1.609,1,1.723,tydi
english_content_596,How did Philip Melanchthon die?,en,-0.578,0.0,0.333,0.8,1.946,0,2.501,tydi
english_content_3002,Who is the oldest gymnast to compete in the Olympics?,en,1.422,1.0,0.333,0.4,2.485,0,5.64,tydi
japanese_polar_544,ロシア革命後、ロマノフ一族の財産は全て没収されましたか？,ja,0.447,0.0,0.8,0.533,2.89,1,4.67,tydi
russian_content_5098,Какая длина Хитро́вской площади?,ru,-0.51,0.0,0.0,0.75,1.792,0,2.032,tydi
japanese_polar_1010,『ロンリーガールフィフティーン』に出演しているの人物は俳優ですか？,ja,1.447,1.0,0.3,0.5,2.89,1,6.137,tydi
korean_polar_168,태양계의 바깥쪽 지대는 거대한 가스 행성과 행성급 덩치를 지닌 위성이 존재하는 곳인가요?,ko,2.864,1.0,0.25,0.917,2.639,1,7.67,tydi
korean_content_11101,존 조지 테리는 국가대표팀에서 몇번 활동했나요?,ko,-0.816,0.0,0.6,1.0,2.079,0,2.863,tydi
english_polar_589,Is Cloud in Kingdom Hearts?,en,-1.17,0.0,0.0,0.6,1.946,1,1.376,tydi
indonesian_content_34,Siapa Raja Inggris pertama?,id,-0.781,0.0,0.0,0.75,1.792,0,1.761,tydi
arabic_polar_140,هل مسلسل (سالي) الكرتوني مستوحى من قصة واقعية؟,ar,0.175,0.0,0.0,0.5,2.485,1,3.16,tydi
english_polar_826,Do blind people see black?,en,-0.17,0.0,0.4,0.8,1.946,1,2.976,tydi
korean_polar_147,미국은 원자력을 가지고 있는가?,ko,-2.136,0.0,0.5,0.75,1.792,1,0.906,tydi
korean_content_55,쿠바에서 가장 높은 산은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
finnish_polar_1190,Onko Aarne Honkajoki tunnollinen sotilas?,fi,0.15,0.0,0.0,0.8,1.946,1,2.896,tydi
finnish_polar_618,Onko Suomea koskaan hallinnut diktaattori?,fi,-0.85,0.0,0.5,0.8,1.946,1,2.396,tydi
finnish_polar_68,Onko Nepalissa koskaan käyty sisällissotaa?,fi,-0.85,0.0,0.667,0.8,1.946,1,2.563,tydi
