unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,lang_norm_complexity_score,complexity_score_destroyed
arabic_polar_309,هل يمكن إستغلال الطاقة الكهرومائية في دول العالم الثالث ؟,ar,0.161,0.429,0.0,0.167,0.875,0.333,1,1.964,0.5667180277349768,0.2696456086286595
english_content_8875,What organization did the terrorists on 9/11 belong to?,en,0.419,0.286,0.0,0.333,0.333,0.286,0,1.657,0.4064047540442391,0.419610432485969
arabic_content_4938,كم كان عمر ستيفن هوكينغ عندما أصيب بمرض العصبون الحركي؟,ar,0.189,0.375,0.5,0.333,0.455,0.471,0,2.323,0.6773497688751926,0.6674884437596301
english_polar_734,Does Thomas & Friends still air?,en,0.366,0.5,0.0,0.4,0.542,0.231,1,2.038,0.5321888412017167,0.2736876857048531
english_polar_758,Is bamboo easy to care for?,en,0.091,0.25,0.5,0.4,0.312,0.231,1,1.785,0.44866292505777483,0.5288874215912843
japanese_content_3661,ミュージカル、ピーター・パンを初めて公演した劇団は何？,ja,0.152,0.429,0.5,0.333,0.474,0.5,0,2.388,0.6718533886583677,0.45504840940525576
korean_polar_146,독일은 징병제를 폐지하였나요?,ko,0.109,0.0,0.0,0.5,1.0,0.0,1,1.609,0.2793565683646113,0.15951742627345847
finnish_content_12790,Minkä maalainen Alan Turing oli?,fi,0.086,0.167,0.0,0.0,0.5,0.118,0,0.871,0.20523670986511508,0.46971700608304684
indonesian_content_3208,Ada berapa jenis Alkitab dalam agama Kristen?,id,0.092,0.222,0.0,0.167,0.81,0.235,0,1.526,0.2814879906268307,0.14997070884592853
korean_polar_222,로마는 지중해성 기후인가요?,ko,0.109,0.0,0.0,0.5,1.0,0.0,1,1.609,0.2793565683646113,0.1638069705093834
finnish_polar_1190,Onko Aarne Honkajoki tunnollinen sotilas?,fi,0.237,0.25,0.0,0.0,0.7,0.154,1,1.341,0.329542449087543,0.43295424490875434
korean_polar_271,스칸디나비아에서는 동성결혼이 합법적인가?,ko,0.109,0.0,0.0,0.5,1.0,0.0,1,1.609,0.2793565683646113,0.42064343163538886
english_content_240,How heavy is olive oil?,en,0.093,0.143,0.0,0.0,0.8,0.095,0,1.131,0.2327500825354903,0.6682073291515351
indonesian_content_5665,kapankah Rising Star Indonesia dimulai pertama kali?,id,0.184,0.222,0.0,0.5,0.833,0.294,0,2.034,0.43028705330990036,0.5987111892208553
japanese_content_6457,産業革命が引き起こした弊害は何？,ja,0.041,0.429,0.5,0.167,0.474,0.25,0,1.86,0.489280774550484,0.6151452282157676
japanese_polar_1116,オレンジのフルーツワインはある？,ja,0.084,0.333,0.0,0.2,0.524,0.13,1,1.272,0.2859612724757952,0.3775933609958505
russian_polar_38,Была ли женщина императрицей Византии?,ru,0.3,0.0,0.0,0.0,0.6,0.111,1,1.011,0.18950276243093922,0.5679558011049723
russian_polar_1454,Разрешено ли в Беларуси казино?,ru,0.5,0.2,0.0,0.6,0.6,0.111,1,2.011,0.4657458563535912,0.46381215469613263
arabic_polar_871,هل العالمة (انا فرويد) هي ابنة العالم (سيجموند فرويد)؟,ar,0.589,0.286,0.0,0.0,0.375,0.556,1,1.806,0.5180277349768875,0.5429892141756548
japanese_content_4659,ゴンサロ・フェルナンデス・デ・コルドバが初めて参加した戦闘は何？,ja,0.289,0.429,0.5,0.333,0.421,0.6,0,2.572,0.7354771784232365,0.35511756569847847
japanese_polar_1131,在ペルー日本大使公邸占拠事件で死者は出た？,ja,0.322,0.167,0.0,0.4,0.643,0.391,1,1.923,0.5110650069156293,0.4280774550484093
finnish_content_6355,Minä vuonna Suomessa on pelattu ensimmäisen kerran salibandya?,fi,0.222,0.167,0.0,1.0,0.688,0.294,0,2.371,0.6019571541920127,0.25019836022216346
indonesian_content_1950,siapakah orang tua Saleh Partaonan Daulay?,id,0.061,0.333,0.0,0.0,0.619,0.235,0,1.249,0.2003514938488577,0.3301113063854716
korean_polar_19,금속결합은 금속에 고르게 퍼져있는 전자와 이온들 간의 전기적인 인력인가요?,ko,0.272,0.625,0.5,0.333,0.63,0.133,1,2.493,0.5163538873994639,0.5013404825737265
finnish_polar_614,Onko Sisilia aina kuulunut Italialle?,fi,0.142,0.0,0.0,0.5,0.7,0.154,1,1.496,0.3705368950013224,0.6490346469188045
korean_polar_191,대한민국은 병역이 의무인가요?,ko,0.109,0.0,0.0,0.5,1.0,0.0,1,1.609,0.2793565683646113,0.3332439678284183
arabic_content_10377,"من هو مؤلف مسرحية "" في انتظار غودو "" ؟",ar,0.158,0.25,0.0,0.0,0.429,0.353,0,1.189,0.32788906009244995,0.10939907550077041
finnish_polar_1376,Onko Valve Corporation suomalainen yritys?,fi,0.237,0.25,0.0,0.0,0.7,0.154,1,1.341,0.329542449087543,0.04178788680243322
russian_content_5964,Кто был мужем Сильвии Плат?,ru,0.056,0.125,0.0,0.0,0.6,0.049,0,0.83,0.1395027624309392,0.5187845303867403
english_polar_1185,Is the Renaissance considered classicalism?,en,0.114,0.25,0.0,0.6,0.45,0.154,1,1.568,0.37702211951139,0.3004291845493563
indonesian_content_5711,Siapakah yang membiayai stasiun luar angkasa Mir?,id,0.079,0.333,0.5,0.333,0.333,0.294,0,1.873,0.38312829525483305,0.5254833040421792
japanese_polar_953,消防や警察などの公的機関も実業団チームを持つ？,ja,0.169,0.5,0.0,0.4,0.451,0.435,1,1.954,0.5217842323651452,0.5397648686030427
russian_polar_1605,Может ли Wi-Fi вызывать рак?,ru,0.3,0.2,0.5,0.4,0.6,0.111,1,2.111,0.49337016574585646,0.4660220994475139
finnish_content_3843,Kuka näytteli Bumblebeetä?,fi,0.0,0.0,0.0,0.333,0.583,0.0,0,0.917,0.21740280349113994,0.16424226395133565
russian_content_6172,В каком клубе начал карьеру Илья́ Вале́рьевич Ковальчу́к?,ru,0.096,0.125,0.0,0.5,0.75,0.122,0,1.593,0.3502762430939227,0.3726519337016575
indonesian_polar_162,Apakah Albert Einstein‎ filsuf berasal dari Jerman?,id,0.337,0.25,0.0,1.0,0.583,0.5,1,2.671,0.616871704745167,0.38429994141769186
finnish_content_876,Mikä on yleisin aminohappo?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.329542449087543
japanese_polar_1248,高根第一ダムは多目的ダム？,ja,0.169,0.167,0.0,0.0,0.464,0.217,1,1.017,0.19778699861687404,0.6818810511756568
japanese_polar_707,スポーツカーのタイヤにグルーブはある？,ja,0.108,0.333,0.0,0.4,0.464,0.217,1,1.523,0.3727524204702627,0.3558091286307053
english_polar_554,Is Alfie Moon still a character on EastEnders?,en,0.294,0.25,0.0,0.0,0.484,0.385,1,1.413,0.3258501155496864,0.2707164080554639
arabic_polar_466,هل يمكن التعديل في ذاكرة القراءة فقط الحاسوبية ؟,ar,0.122,0.429,0.0,0.167,0.844,0.278,1,1.839,0.5281972265023113,0.36332819722650234
russian_polar_722,Арабский халифат вел торговлю с Киевской Русью?,ru,0.2,0.4,0.0,0.4,0.857,0.222,1,2.079,0.4845303867403316,0.5069060773480664
finnish_polar_196,Onko Oulun kaupungilla eniten omatoimikirjastojen toimipisteitä?,fi,0.152,0.25,0.0,0.0,0.75,0.231,1,1.383,0.34065062152869613,0.3321872520497223
japanese_content_5609,漫画の起源はいつ,ja,0.058,0.286,0.0,0.0,0.316,0.05,0,0.709,0.09128630705394189,0.5197095435684647
japanese_polar_1289,日本で武器の製造は許されている？,ja,0.145,0.333,0.5,0.3,0.286,0.304,1,1.869,0.49239280774550476,0.5013831258644535
english_content_1805,Who owns the Heroes & Icons network?,en,0.31,0.429,0.0,0.333,0.571,0.19,0,1.834,0.4648398811488941,0.5341696929679762
japanese_polar_1285,菊地 直子に死刑宣告は下された？,ja,0.145,0.167,0.0,0.4,0.286,0.304,1,1.302,0.29633471645919773,0.665283540802213
russian_content_8523,"Как переводится слово ""еврей""?",ru,0.075,0.125,0.0,0.333,1.0,0.073,0,1.606,0.3538674033149172,0.3276243093922652
indonesian_polar_297,Adakah E-commerce termasuk teknologi Informasi?,id,0.169,0.5,0.5,0.5,0.722,0.3,1,2.691,0.622729935559461,0.13034563561804335
arabic_content_5638,من هو آخر الخلفاء الراشدين ؟,ar,0.079,0.125,0.0,0.0,0.6,0.118,0,0.922,0.2456086286594761,0.48505392912172574
japanese_polar_168,ヒンドゥー法でカースト制度が決められている？,ja,0.098,0.167,0.5,0.3,0.429,0.304,1,1.798,0.46784232365145223,0.22959889349930837
finnish_polar_983,Voiko Karin-mangaa löytää Suomesta?,fi,0.063,0.0,0.0,0.333,0.625,0.077,1,1.099,0.26553821740280353,0.44353345675747163
russian_polar_923,Может ли студент получить доступ в библиотеку Академии наук в Санкт-Петербурге?,ru,0.28,0.8,0.5,0.4,0.727,0.444,1,3.152,0.7809392265193371,0.6314917127071824
finnish_polar_2085,Onko Suomessa koskaan nähty vesinokkaeläintä?,fi,0.142,0.0,0.0,0.667,0.7,0.154,1,1.663,0.41470510446971703,0.3454112668606189
finnish_content_7095,Mikä on Saksan kansallislaulu?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.47130388786035443
russian_polar_176,Признали Ходжали́нскую резню геноцидом?,ru,0.4,0.2,0.0,0.4,1.0,0.056,1,2.056,0.47817679558011056,0.17734806629834254
korean_content_5160,브라질의 거대예수상이 만들어진 년도는 언제인가?,ko,0.0,0.3,0.5,0.2,1.0,0.051,0,2.051,0.39785522788203764,0.18632707774798932
english_polar_551,Is the Panama Canal American territory?,en,0.366,0.25,0.0,0.0,0.542,0.231,1,1.388,0.31759656652360513,0.18983162759986794
japanese_content_4587,ドリコムの創始者は誰,ja,0.081,0.286,0.0,0.0,0.474,0.1,0,0.94,0.17116182572614103,0.3260719225449515
indonesian_content_1284,kapankah organisasi palang merah indonesia didirikan?,id,0.276,0.222,0.0,0.333,0.81,0.235,0,1.877,0.38429994141769186,0.6602226127709432
korean_polar_258,용의 목 밑에는 한 장의 커다란 비늘을 중심으로 하여 반대 방향으로 나 있는 49장의 비늘이 있나요?,ko,0.261,0.625,0.5,0.5,0.583,0.289,1,2.758,0.5873994638069705,0.2793565683646113
arabic_polar_2127,هل يمكن إزالة الندوب؟,ar,0.0,0.143,0.0,0.167,0.844,0.056,1,1.209,0.3340523882896764,0.31956856702619413
indonesian_content_457,Berapa jumlah korban jiwa pada kecelakaan LOT Polish Airlines Penerbangan 5055?,id,0.092,0.333,0.0,0.0,0.758,0.471,0,1.654,0.3189806678383128,1.0
english_content_26,What is the strongest photographic camera lense in existence?,en,0.279,0.286,0.0,0.0,0.556,0.286,0,1.406,0.32353912182238365,0.537801254539452
finnish_polar_1164,Onko Poseidon Percy Jacksonin isoisä?,fi,0.285,0.25,0.0,0.0,0.7,0.154,1,1.389,0.3422375033060037,0.20841047341973026
korean_content_947,1차 산업혁명은 언제 일어났는가?,ko,0.111,0.1,0.0,0.4,1.0,0.026,0,1.637,0.2868632707774799,0.4353887399463807
finnish_content_10566,Mikä on Lyydiläisten alkuperä?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.34065062152869613
russian_content_8581,Какая среднегодовая температура в Абхазии?,ru,0.112,0.125,0.0,0.0,0.6,0.049,0,0.886,0.15497237569060773,0.4041436464088398
finnish_content_5325,Mikä Porthania on?,fi,0.086,0.0,0.0,0.0,0.167,0.0,0,0.253,0.04178788680243322,0.5284316318434277
russian_content_2965,"Сколько главных героев в фильме ""Бригада""?",ru,0.134,0.25,0.0,0.0,0.667,0.122,0,1.173,0.2342541436464089,0.25801104972375694
arabic_polar_180,هل إستخدم الفينقيون قارب الكانو؟,ar,0.107,0.143,0.0,0.333,0.675,0.111,1,1.369,0.38335901386748844,0.3244992295839753
english_content_3627,When does Ramadan end?,en,0.186,0.0,0.0,0.333,0.75,0.048,0,1.317,0.29415648728953453,0.2571805876526907
russian_polar_988,Билл Клинтон был замешан в сексуальном скандале?,ru,0.333,0.2,0.0,0.0,0.714,0.222,1,1.47,0.3162983425414365,0.4524861878453039
finnish_content_6852,Mikä on Etelä-Amerikan pinta-ala?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.10711451996826238
japanese_content_5106,狩野派の最盛期はいつ？,ja,0.058,0.286,0.0,0.0,0.586,0.2,0,1.13,0.2368603042876901,0.29875518672199164
indonesian_polar_443,apakah ikan Koi termasuk spesies ikan hias air tawar?,id,0.15,0.75,0.0,0.375,0.833,0.7,1,2.808,0.6570005858230814,0.6561218512009374
korean_content_2016,세상에서 가장 큰 조선소는 어디인가?,ko,0.083,0.2,0.0,0.2,1.0,0.051,0,1.535,0.2595174262734585,0.2595174262734585
japanese_content_5276,天草五橋が完成したのはいつ,ja,0.26,0.286,0.5,0.5,0.211,0.25,0,2.006,0.5397648686030427,0.6746196403872751
english_content_3680,How old is RuPaul?,en,0.062,0.0,0.0,0.0,0.75,0.048,0,0.86,0.1432816110927699,0.2713766919775504
indonesian_polar_171,Apakah obat Antihistamin dapat menyebabkan rasa kantuk?,id,0.277,0.25,0.0,0.75,0.583,0.5,1,2.36,0.5257762155828939,0.1274165202108963
indonesian_polar_335,Apakah Pasar Beringharjo termasuk pasar tradisional?,id,0.197,0.25,0.0,0.75,0.762,0.4,1,2.359,0.5254833040421792,0.669302870533099
finnish_polar_1979,Onko Shin Megami Tensei: Persona 4 -peliä julkaistu Suomessa?,fi,0.38,0.75,0.0,0.5,0.667,0.538,1,2.835,0.724676011637133,0.151282729436657
russian_content_25,Какой самый распространенный элемент на Земле?,ru,0.134,0.125,0.0,0.0,0.5,0.073,0,0.832,0.14005524861878452,0.43812154696132605
russian_content_8524,На каком языке писал стихи Кади Бурханеддин Ахмед?,ru,0.096,0.125,0.0,0.5,0.75,0.122,0,1.593,0.3502762430939227,0.5953038674033149
arabic_polar_1472,هل وحش لوخ نس حصان ؟,ar,0.0,0.286,0.0,0.0,0.9,0.111,1,1.297,0.361171032357473,0.5790446841294299
russian_polar_1097,Брайан Джеральд О’Дрисколл был капитаном?,ru,0.667,0.2,0.5,0.0,0.571,0.222,1,2.16,0.5069060773480664,0.2707182320441989
indonesian_polar_426,Apakah kota Atambua masih ada?,id,0.422,0.25,0.0,0.75,0.722,0.3,1,2.444,0.5503807850029291,0.2094317516110135
korean_content_2641,전화기가 처음 발명된 곳은 어디인가?,ko,0.083,0.2,0.5,0.3,1.0,0.051,0,2.135,0.42037533512064346,0.19651474530831103
indonesian_content_6627,Berapa jumlah pemain dalam pementasan kesenian ketoprak?,id,0.061,0.222,0.0,0.0,0.81,0.235,0,1.328,0.2234915055653193,0.2519039250146456
indonesian_polar_391,Apakah Meningitis bisa disembuhkan?,id,0.337,0.25,0.0,0.5,0.333,0.2,1,1.621,0.3093145869947276,0.69800820152314
indonesian_polar_425,apakah Ehud Olmert pernah menikah?,id,0.422,0.25,0.0,0.75,0.722,0.3,1,2.444,0.5503807850029291,0.15055653192735793
japanese_content_5786,CryptoLockerの開発者は誰,ja,0.058,0.286,0.0,0.0,0.586,0.15,0,1.08,0.21957123098201933,0.5926694329183955
english_content_5899,What does LLC stand for?,en,0.279,0.143,0.0,0.333,0.4,0.095,0,1.25,0.2720369758996369,0.41069659953780124
finnish_polar_78,Ovatko suomen kielen murteet olleet aina olemassa?,fi,0.253,0.5,0.0,0.333,0.571,0.308,1,1.966,0.49484263422375036,0.43295424490875434
english_polar_473,Does the character Kaine Parker appear in any Marvel films?,en,0.305,0.5,0.0,0.4,0.45,0.538,1,2.193,0.5833608451634203,0.3265103994717729
russian_content_11562,Когда был создан первый гобелен?,ru,0.112,0.125,0.0,0.5,0.8,0.049,0,1.586,0.34834254143646415,0.2723756906077348
arabic_content_8011,كم عدد أبناء وبنات مايا أنجيلو ؟,ar,0.063,0.375,0.0,0.0,0.5,0.176,0,1.115,0.30508474576271183,0.1275808936825886
finnish_content_4160,Minä vuonna KELA perustettiin?,fi,0.173,0.0,0.0,0.5,0.688,0.059,0,1.419,0.3501719121925417,0.16424226395133565
english_content_455,Who was the youngest WWE Champion?,en,0.26,0.143,0.0,0.0,0.5,0.143,0,1.046,0.20468801584681418,0.44007923407065036
finnish_polar_866,Onko Dubaissa vuoria?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5,0.10711451996826238,0.26024861147844486
japanese_polar_696,クレタ島の戦いで原住民は巻き込まれた？,ja,0.105,0.333,0.0,0.4,0.351,0.348,1,1.537,0.3775933609958505,0.5570539419087136
japanese_content_454,フェルキッシュという語を生んだのは誰,ja,0.173,0.571,0.5,0.25,0.316,0.3,0,2.11,0.575726141078838,0.09197786998616872
arabic_content_2166,من هما إيهود غولدفاسر وإلداد ريغف؟,ar,0.126,0.25,0.0,0.0,0.0,0.176,0,0.553,0.13189522342064716,0.6955315870570108
english_content_5767,What was the first storm in the 2006 Pacific typhoon season?,en,0.335,0.429,0.0,0.0,0.455,0.381,0,1.599,0.38725652030373064,0.2588312974579069
korean_content_350,아흐마드 샤 마수드는 몇 살에 정치군사 지도자가 되었는가?,ko,0.429,0.1,0.0,0.6,1.0,0.128,0,2.257,0.4530831099195711,0.26621983914209124
finnish_content_9538,Kuinka pitkä salibandy maila on keskimäärin?,fi,0.035,0.5,0.0,0.0,0.792,0.176,0,1.503,0.3723882570748479,0.26765405977254697
japanese_content_3893,コロラド州の州都はどこ？,ja,0.035,0.286,0.0,0.0,0.474,0.15,0,0.944,0.17254495159059471,0.20816044260027655
finnish_content_3128,Kuinka monta lakia Suomessa on yhteensä?,fi,0.035,0.333,0.0,0.0,0.583,0.176,0,1.128,0.2732081459931235,0.5694260777572071
indonesian_content_2623,siapakah penerus tahta Basileios II?,id,0.037,0.222,0.0,0.0,0.333,0.176,0,0.769,0.05975395430579967,0.5342706502636203
japanese_polar_1235,機械化帝国がユートピアとして描かれた作品はある？,ja,0.184,0.667,0.5,0.3,0.333,0.522,1,2.506,0.712655601659751,0.7659059474412172
finnish_polar_1688,Onko Naomi Klein aktivisti?,fi,0.19,0.25,0.0,0.0,0.625,0.077,1,1.142,0.27691087014017457,0.3726527373710659
russian_polar_1444,Младшая дочь Николая Второго Анастасия выжила?,ru,0.4,0.4,0.0,0.2,1.0,0.167,1,2.167,0.5088397790055249,0.4151933701657459
english_polar_122,Is Iftah Ya Simsim still alive?,en,0.366,0.25,0.0,0.0,0.771,0.231,1,1.617,0.3931990756025091,0.4017827665896336
arabic_content_16889,ما هي القبلة عند المسلمين؟,ar,0.158,0.25,0.0,0.0,0.4,0.118,0,0.926,0.24684129429892143,0.31833590138674883
finnish_polar_560,Oliko Ukrainan–Neuvosto-Venäjän sota osana Venäjän osaa?,fi,0.114,0.25,0.0,0.0,0.75,0.231,1,1.345,0.33060037027241473,0.10711451996826238
korean_polar_266,독점규제법 상의 「기업결합심사기준」은 기업결합을 이와 같이 세 가지 유형으로 구분하여 경쟁제한성을 판단하나요?,ko,0.344,0.375,0.0,0.75,0.487,0.244,1,2.201,0.43806970509383386,0.42037533512064346
english_content_3770,What is a qubit?,en,0.124,0.143,0.0,0.0,0.25,0.048,0,0.565,0.04588973258501154,0.34929019478375706
arabic_polar_2158,هل يمكن للأعاصير تدمير البيوت ؟,ar,0.107,0.143,0.0,0.333,0.9,0.111,1,1.594,0.4526964560862866,0.45485362095531584
russian_content_3815,Сколько официальных языков есть в Белоруссии на март 2019?,ru,0.14,0.125,0.0,0.0,0.556,0.146,0,0.967,0.17734806629834254,0.46464088397790065
japanese_polar_151,猫の喉鳴らしは興奮しているときに発生する？,ja,0.204,0.5,0.5,0.2,0.341,0.435,1,2.179,0.5995850622406638,0.7372060857538035
finnish_polar_1829,Onko Skotlannilla saaria?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5,0.10711451996826238,0.44221105527638194
finnish_content_1491,Kuka oli Brunein ensimmäinen hallitsija?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081,0.26077757207088076,0.4051838138058715
japanese_polar_255,ピカチュウはアニメで言葉を話しますか？,ja,0.221,0.167,0.0,0.8,0.206,0.261,1,1.655,0.4183955739972337,0.6746196403872751
japanese_content_1543,『ブルーサンダー』で主演を務めたのは誰,ja,0.25,0.143,0.0,0.833,0.316,0.4,0,1.942,0.5176348547717842,0.5618948824343014
finnish_polar_1187,Onko District of Columbia osavaltio?,fi,0.285,0.25,0.0,0.0,0.7,0.154,1,1.389,0.3422375033060037,0.2761174292515208
korean_polar_127,포틀랜드는 장미의 도시라는 별명을 갖고있나요?,ko,0.163,0.25,0.5,0.375,1.0,0.044,1,2.332,0.4731903485254692,0.5099195710455764
indonesian_polar_408,Apakah Freiherr von Münchhausen pernah menikah ?,id,0.478,0.5,0.0,0.75,0.762,0.4,1,2.89,0.6810193321616872,0.557410661980082
russian_polar_32,Входила ли Албания в состав Югославии?,ru,0.32,0.2,0.0,0.6,0.667,0.167,1,1.953,0.4497237569060774,0.3422651933701658
english_polar_1066,Did François Lay ever sing the role of Figaro in the Marriage of Figaro?,en,0.264,0.5,0.0,0.8,0.411,0.846,1,2.821,0.7906899966985804,0.2594915813799934
english_polar_538,Did Romania participate in WWII?,en,0.114,0.25,0.0,0.4,0.45,0.154,1,1.368,0.3109937273027402,0.14526246285902938
korean_content_10414,인간의 3대 욕구는 무엇인가?,ko,0.111,0.1,0.0,0.2,1.0,0.026,0,1.437,0.23324396782841827,0.24209115281501345
korean_content_8400,앨버타주에서 캐나다 오일샌드 생산의 중심지 도시는 어디인가요?,ko,0.389,0.2,0.0,0.4,1.0,0.103,0,2.091,0.40857908847185,0.23324396782841827
russian_polar_727,Можно ли мешать антидепрессанты с алкоголем?,ru,0.16,0.6,0.5,0.3,0.667,0.167,1,2.393,0.5712707182320441,0.06767955801104972
korean_polar_207,발효는 분자에서 에너지를 추출하는 방법으로 모든 세균과 진핵생물에서 유일하게 공통적인 대사 방식인가요?,ko,0.455,0.25,0.5,0.667,0.722,0.2,1,2.793,0.5967828418230564,0.2680965147453083
korean_content_7213,포켓몬스터는 언제 처음 방영을 시작했는가?,ko,0.417,0.1,0.0,0.6,1.0,0.051,0,2.168,0.4292225201072387,0.21662198391420914
japanese_polar_906,いまだにフィルムカメラの生産をしている会社はある？,ja,0.25,0.667,0.75,0.25,0.49,0.478,1,2.885,0.8437067773167357,0.30048409405255877
korean_content_856,닛타 요시사다의 묘소는 어디인가요?,ko,0.111,0.2,0.0,0.2,1.0,0.026,0,1.537,0.26005361930294907,0.21260053619302954
japanese_polar_1223,トマス・モアが「ユートピア」という言葉を生み出した？,ja,0.253,0.5,0.5,0.2,0.351,0.435,1,2.239,0.6203319502074688,0.3900414937759335
japanese_polar_1096,核兵器を開発したの科学者は誰ですか？,ja,0.134,0.5,0.5,0.4,0.121,0.435,1,2.089,0.5684647302904563,0.6390041493775933
japanese_polar_288,ドゥーン城の中を観光することはできる？,ja,0.052,0.667,0.5,0.2,0.429,0.304,1,2.151,0.589903181189488,0.8689488243430152
finnish_content_3107,Milloin Ford GT 40 malli on julkaistu?,fi,0.259,0.333,0.0,0.5,0.643,0.235,0,1.971,0.49616503570484005,0.45807987304945785
japanese_polar_305,ベスト・アルバムとは最も売れたシングル曲をまとめたもの？,ja,0.104,0.667,0.5,0.3,0.388,0.478,1,2.437,0.6887966804979252,0.45401106500691557
finnish_polar_771,Onko venuksella ilmakehää?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5,0.10711451996826238,0.35043639248875963
russian_content_1230,Когда Михаи́л Дми́триевич Ско́белев стал генералом от инфантерии?,ru,0.224,0.25,0.0,0.5,0.75,0.122,0,1.846,0.4201657458563537,0.5729281767955802
russian_content_3796,Кто президент компании BioWare в настоящее время?,ru,0.149,0.25,0.0,0.0,0.571,0.098,0,1.068,0.20524861878453043,0.4662983425414365
russian_content_4719,Когда вышла видеоигра «Чобиты»?,ru,0.075,0.125,0.0,0.333,1.0,0.073,0,1.606,0.3538674033149172,0.6314917127071824
russian_content_48,Как звали последнего короля Греции?,ru,0.056,0.125,0.0,0.333,1.0,0.049,0,1.563,0.3419889502762431,0.3726519337016575
russian_content_9539,Что находится на месте в торгово-развлекательного комплекса «Зимняя вишня» в 2019 году?,ru,0.366,0.375,0.0,0.5,0.667,0.268,0,2.176,0.5113259668508289,0.4077348066298343
japanese_content_3481,ヌーレッディン・パシャの軍人としての最終階位は何,ja,0.173,0.429,0.0,0.0,0.291,0.45,0,1.343,0.3105117565698478,0.5902489626556016
russian_content_11245,Как называется самое известное произведение Шарль-Ками́ль Сен-Са́нс?,ru,0.075,0.25,0.0,0.333,0.857,0.098,0,1.613,0.3558011049723757,0.49309392265193375
japanese_polar_1335,東急グループは、デパートも含まれますか？,ja,0.169,0.167,0.0,0.6,0.206,0.304,1,1.446,0.3461272475795297,0.46784232365145223
russian_polar_1500,Ссылали в Омск декабристов?,ru,0.4,0.2,0.0,0.4,0.75,0.056,1,1.806,0.4091160220994476,0.03314917127071823
japanese_content_6706,ジョン・ポール・サルトルの出身はどこ,ja,0.231,0.143,0.0,0.0,0.386,0.25,0,1.01,0.19536652835408017,0.43118948824343006
japanese_content_206,国境なき医師団の創設者は誰,ja,0.058,0.429,0.0,0.0,0.737,0.25,0,1.473,0.35546334716459194,0.27040110650069155
korean_polar_250,적색편이는 물체가 내는 빛의 파장이 늘어나 보이는 현상인가요?,ko,0.217,0.5,0.5,0.333,0.792,0.111,1,2.454,0.5058981233243969,0.31662198391420915
japanese_content_4791,ジョン・テイラーの出身州はどこ,ja,0.074,0.286,0.0,0.0,0.474,0.2,0,1.034,0.20366528354080218,0.2939142461964038
russian_polar_271,Переведена ли Baldur’s Gate II: Shadows of Amn на русский язык?,ru,0.867,0.4,0.0,0.6,0.308,0.611,1,2.785,0.6795580110497238,0.23149171270718236
english_content_622,When did Michelangelo sculpt the David?,en,0.149,0.143,0.0,0.5,0.667,0.143,0,1.601,0.38791680422581715,0.5714757345658633
english_content_727,What was the first storm to develop in the 1999–2000 South-West Indian Ocean tropical cyclone season?,en,0.558,0.571,0.5,0.333,0.588,0.714,0,3.265,0.9372730274017828,0.5282271376691977
russian_content_687,В чем заключается первая помощь при ожоге?,ru,0.075,0.25,0.0,0.333,0.571,0.098,0,1.327,0.27679558011049726,0.8748618784530388
finnish_polar_2253,Onko Suomen jääkäriliike toiminnassa?,fi,0.127,0.25,0.0,0.0,0.625,0.077,1,1.079,0.26024861147844486,0.3705368950013224
japanese_content_5327,ヴァーペン・フォン・ハンブルクの初代船長は誰？,ja,0.196,0.286,0.0,0.0,0.545,0.4,0,1.428,0.33990318118948815,0.13139695712309818
finnish_polar_59,"Onko Anderson ""The Spider""",fi,0.127,0.25,0.0,0.0,1.0,0.154,1,1.53,0.3795292250727321,0.10711451996826238
russian_content_4899,Кто руководил Оборонительной операцией на,ru,0.168,0.125,0.0,0.5,0.6,0.024,0,1.417,0.301657458563536,0.6099447513812154
russian_polar_1588,Можно ли найти работу в Москве без знания английского языка?,ru,0.311,0.6,0.5,0.4,0.7,0.389,1,2.9,0.7113259668508287,0.544475138121547
english_polar_1085,Is Cantonese written the same as Mandarin?,en,0.114,0.5,0.0,0.6,0.411,0.308,1,1.933,0.4975239352921757,0.4318256850445692
english_polar_1174,Did any players on the 2014 Penn State Nittany Lions football team go into the NFL?,en,0.808,0.75,0.0,0.4,0.398,1.0,1,3.356,0.9673159458567183,0.27797953119841534
indonesian_content_11627,Kapan Katolik masuk ke Roma ?,id,0.092,0.111,0.0,0.5,0.733,0.118,0,1.554,0.28968951376684243,0.17633274751025194
