sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_VERB,lexical_density,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_dep,dep_dist_det,dep_dist_discourse,dep_dist_dislocated,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nsubj,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,base_number
당신도 잘 알지 않는가?,187_1.conllu,1,5,5.0,2.25,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.75,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.3333333333333333,2,0,0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,187
그가 만물전 안으로 거리낌 없이 들어가는 것이 아니겠습니까?,73_1.conllu,1,9,9.0,3.125,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,22.22222222222222,0.0,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,11.11111111111111,0.625,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,1.8571428571428568,5,0,0,0.0,0.0,100.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,22.22222222222222,0.0,0.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,0.0,100.0,0.0,100.0,1.0,100.0,0.0,73
그 혼란을 국민이 감당하려 할 것인가?,11_1.conllu,1,7,7.0,2.5,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,28.571428571428573,0.0,0.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.6666666666666666,2.0,100.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,3.5,2.0,1.4,2,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,11
그러니 과연 논리적 사고 규칙을 얼마나 믿어도 좋을지 의심해 봐야 하지 않겠어요?,158_1.conllu,1,13,13.0,2.75,7.6923076923076925,0.0,15.384615384615383,15.384615384615383,7.6923076923076925,0.0,0.0,23.07692307692308,0.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,15.384615384615383,0.6666666666666666,2.0,100.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,6.5,8.0,2.636363636363636,8,0,0,100.0,0.0,0.0,0.0,0.0,0.0,15.384615384615383,7.6923076923076925,0.0,23.07692307692308,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,158
"그런 점에서 1894 년 농민전쟁을 민주주의혁명을 완결시킬 변혁주체세력이 형성, 발전하는 단계의 시점이었다고 볼 수 있지 않을까?",183_1.conllu,1,18,18.0,3.4375,5.555555555555555,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,38.888888888888886,5.555555555555555,0.0,0.0,0.0,11.11111111111111,5.555555555555555,22.22222222222222,0.8125,4.0,100.0,1.5,25.0,25.0,25.0,25.0,0.0,0.0,0.0,6.0,4.5,12.0,2.6,12,0,0,100.0,0.0,100.0,0.0,11.11111111111111,5.555555555555555,0.0,5.555555555555555,0.0,11.11111111111111,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,0.0,11.11111111111111,5.555555555555555,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,183
그렇지 않으면 두 가지 울음 소리를 구별할 수 있는 예리하고 음악적인 귀를 말한 것인가?,205_1.conllu,1,15,15.0,2.5,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,26.666666666666668,6.666666666666667,0.0,0.0,0.0,6.666666666666667,6.666666666666667,40.0,0.7857142857142857,6.0,100.0,0.5,66.66666666666667,16.666666666666668,16.666666666666668,0.0,0.0,0.0,0.0,5.0,2.5,12.0,2.3076923076923075,12,0,0,100.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,6.666666666666667,0.0,20.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,6.666666666666667,13.333333333333334,0.0,6.666666666666667,6.666666666666667,0.0,25.0,75.0,33.333333333333336,66.66666666666667,1.0,100.0,0.0,205
부르조아법이 부르조아적 권리를 지키기 위해 부르조아적 권리를 규제한다?,49_1.conllu,1,9,9.0,3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,22.22222222222222,0.75,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,4.0,4.5,7.0,2.142857142857143,7,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,22.22222222222222,0.0,11.11111111111111,11.11111111111111,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,49
이 속담들이 모순된 것인가?,204_1.conllu,1,5,5.0,2.75,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.75,2.0,100.0,0.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,1.0,1.0,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,204
액체는 다른 모든 액체들과 다르겠는가?,194_1.conllu,1,6,6.0,3.2,50.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194
그렇다면 당신에게 일말의 책임이 없는가?,92_1.conllu,1,6,6.0,3.4,16.666666666666668,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.25,4,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
혹 돈키호테처럼 대갑식은 치렀으되 정당한 기사 임명식은 치르지 못한 그런 사회주의 혁명은 아니었던가?,1_1.conllu,1,14,14.0,3.3076923076923075,7.142857142857143,0.0,14.285714285714286,7.142857142857143,0.0,0.0,0.0,35.714285714285715,0.0,0.0,0.0,0.0,7.142857142857143,7.142857142857143,21.428571428571427,0.8461538461538461,3.0,0.0,0.6666666666666666,66.66666666666667,0.0,33.333333333333336,0.0,0.0,0.0,0.0,5.0,4.666666666666667,4.0,1.6666666666666667,4,0,0,100.0,0.0,0.0,0.0,7.142857142857143,0.0,7.142857142857143,14.285714285714286,0.0,7.142857142857143,0.0,0.0,7.142857142857143,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,7.142857142857143,7.142857142857143,7.142857142857143,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,1
우리가 돌보지 아니하면 누가 돌보겠습니까?,33_1.conllu,1,6,6.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,16.666666666666668,16.666666666666668,33.333333333333336,0.4,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.5,3,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,33
그렇다면 종교도 철학의 일종인가?,132_1.conllu,1,5,5.0,3.5,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.75,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,132
우리가 도와주지 아니하면 누가 도와주겠습니까?,34_1.conllu,1,6,6.0,4.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.5,3,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,34
그러나 기원전 3 세기나 2 세기에 누가 그러한 일을 하겠다고 생각했겠는가?,195_1.conllu,1,12,12.0,2.8181818181818183,0.0,0.0,8.333333333333334,0.0,16.666666666666668,0.0,0.0,16.666666666666668,16.666666666666668,0.0,8.333333333333334,0.0,8.333333333333334,0.0,25.0,0.5454545454545454,3.0,100.0,1.6666666666666667,33.333333333333336,0.0,33.333333333333336,33.333333333333336,0.0,0.0,0.0,4.0,4.0,10.0,3.2,10,0,0,100.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,195
그렇다면 사회주의적 생산에서는 어떠한 변화를 겪게 되는가?,47_1.conllu,1,8,8.0,3.571428571428572,0.0,0.0,0.0,12.5,12.5,0.0,0.0,37.5,0.0,0.0,0.0,0.0,12.5,0.0,25.0,0.7142857142857143,2.0,100.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,5,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,47
항상성이 곧 가이아 모델에서 예측되는 논리적인 귀결일까?,235_1.conllu,1,8,8.0,3.4285714285714284,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,37.5,1.0,3.0,100.0,1.6666666666666667,33.333333333333336,0.0,33.333333333333336,33.333333333333336,0.0,0.0,0.0,3.0,2.6666666666666665,6.0,2.333333333333333,6,0,0,0.0,0.0,100.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,235
즉 다 갖추었는데 존재하지 않은 이 여인을 '완전한 미인' 이라 할 수 있을까요?,163_1.conllu,1,16,16.0,2.3076923076923075,0.0,6.25,6.25,6.25,6.25,6.25,0.0,18.75,0.0,0.0,0.0,0.0,18.75,6.25,25.0,0.6153846153846154,5.0,100.0,1.0,50.0,25.0,0.0,25.0,0.0,0.0,0.0,4.0,3.2,12.0,2.75,12,0,0,100.0,0.0,0.0,0.0,6.25,0.0,6.25,6.25,0.0,12.5,0.0,6.25,6.25,0.0,0.0,6.25,0.0,6.25,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,18.75,6.25,0.0,25.0,75.0,33.333333333333336,66.66666666666667,1.0,100.0,0.0,163
헤겔이 이러한 사태에 직면하여 재차 고대의 변증법에 생기를 불어 넣어 소생시키려 했던 것은 어떠한 방법으로 설명된다는 것인가?,258_1.conllu,1,18,18.0,3.117647058823529,0.0,0.0,22.22222222222222,5.555555555555555,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,5.555555555555555,5.555555555555555,16.666666666666668,27.77777777777778,0.7647058823529411,5.0,100.0,1.0,60.0,0.0,20.0,20.0,0.0,0.0,0.0,5.0,3.6,7.0,2.125,7,0,0,100.0,0.0,100.0,0.0,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,0.0,11.11111111111111,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,5.555555555555555,11.11111111111111,5.555555555555555,5.555555555555555,0.0,33.333333333333336,66.66666666666667,50.0,50.0,1.0,100.0,0.0,258
그렇다고 영국이 몰락한 것일까?,249_1.conllu,1,5,5.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,40.0,0.75,2.0,100.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,2.5,2.0,1.3333333333333333,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,249
경상도 사람들의 표 때문에 당선된 대통령이 경상도보다 먼저 전라도에 관심을 쏟는다면 얼마나 멋진 대통령이 될 수 있겠습니까?,26_1.conllu,1,18,18.0,3.0588235294117645,11.11111111111111,0.0,27.77777777777778,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,0.9411764705882352,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,7.0,9.0,5.0,1.8125,5,0,0,100.0,0.0,100.0,0.0,5.555555555555555,5.555555555555555,11.11111111111111,5.555555555555555,0.0,5.555555555555555,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,11.11111111111111,0.0,5.555555555555555,11.11111111111111,5.555555555555555,5.555555555555555,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,26
남을 위해서만 일하는 사람은 자신을 위해서는 일하지 않는가?,148_1.conllu,1,9,9.0,3.125,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,33.333333333333336,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,22.22222222222222,0.75,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,4.0,4.5,3.0,1.2857142857142858,3,0,0,100.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,11.11111111111111,11.11111111111111,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,148
과연 영국과 대륙의 거리는 얼마나 먼가?,254_1.conllu,1,7,7.0,2.6666666666666665,0.0,0.0,28.571428571428573,0.0,14.285714285714286,0.0,0.0,42.85714285714285,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.8,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254
언젠가는 시간이 거꾸로 흘러 결과가 원인에 앞서 일어나는 일이 있지 않을까?,221_1.conllu,1,12,12.0,2.8181818181818183,8.333333333333334,0.0,25.0,8.333333333333334,0.0,0.0,0.0,25.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,8.333333333333334,8.333333333333334,0.7272727272727273,1.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,12.0,9.0,2.5,9,0,0,0.0,0.0,100.0,0.0,8.333333333333334,0.0,16.666666666666668,0.0,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.333333333333334,8.333333333333334,8.333333333333334,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,221
서울에서도 소련 말을 잘 아는 사람이 많으니 주의하라는 얘기가 그들에게서 들을 수 있는 날이 올까?,120_1.conllu,1,16,16.0,2.6666666666666665,6.25,0.0,18.75,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,6.25,6.25,6.25,25.0,0.9333333333333332,4.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,1.6428571428571428,6,0,0,100.0,0.0,100.0,0.0,18.75,12.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,18.75,0.0,6.25,0.0,6.25,6.25,6.25,25.0,75.0,0.0,100.0,1.0,100.0,0.0,120
"어렸을 적 제 얼굴을 아는 사람이, 늙고 병들어 누워 있는 제 모습을 보고 같은 사람이라고 판단할 가능성이 과연 얼마나 될까요?",162_1.conllu,1,22,22.0,2.5,9.090909090909092,0.0,9.090909090909092,4.545454545454546,9.090909090909092,0.0,0.0,27.272727272727277,0.0,0.0,4.545454545454546,0.0,9.090909090909092,4.545454545454546,22.727272727272727,0.75,5.0,0.0,1.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,5.0,4.4,8.0,2.1052631578947367,8,0,0,100.0,0.0,100.0,0.0,18.181818181818183,0.0,9.090909090909092,9.090909090909092,0.0,4.545454545454546,0.0,0.0,4.545454545454546,9.090909090909092,9.090909090909092,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,4.545454545454546,0.0,9.090909090909092,0.0,9.090909090909092,4.545454545454546,0.0,0.0,100.0,50.0,50.0,1.0,100.0,0.0,162
그가 꿈 속에서 전 세계의 평화와 행복을 위한 정책을 실시했다고 한다면 우리가 어쩔 도리가 있겠어요?,152_1.conllu,1,16,16.0,2.7333333333333334,6.25,0.0,6.25,0.0,6.25,0.0,0.0,31.25,0.0,0.0,12.5,0.0,6.25,6.25,25.0,0.7333333333333333,4.0,100.0,2.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,6.0,4.0,9.0,2.571428571428572,9,0,0,100.0,0.0,100.0,0.0,12.5,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,18.75,0.0,12.5,0.0,6.25,6.25,0.0,33.333333333333336,66.66666666666667,50.0,50.0,1.0,100.0,0.0,152
헤겔이 플라톤의 소피스테스 편 속에 동일성과 차이성이라는 반성 규정에 관한 변증법을 재인식하였을 때 그것이 옳은 것은 아닐까?,260_1.conllu,1,18,18.0,3.117647058823529,11.11111111111111,0.0,11.11111111111111,0.0,5.555555555555555,0.0,0.0,27.77777777777778,0.0,0.0,5.555555555555555,16.666666666666668,5.555555555555555,0.0,16.666666666666668,0.8823529411764706,3.0,0.0,1.6666666666666667,33.333333333333336,33.333333333333336,0.0,0.0,33.333333333333336,0.0,0.0,6.0,6.0,11.0,2.75,11,0,0,100.0,0.0,100.0,0.0,16.666666666666668,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,5.555555555555555,16.666666666666668,0.0,5.555555555555555,11.11111111111111,5.555555555555555,5.555555555555555,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,260
그러면 실수로 한 말 자체에 의미가 있다고 함은 어떤 뜻일까?,203_1.conllu,1,11,11.0,2.4,0.0,0.0,18.181818181818183,0.0,9.090909090909092,0.0,0.0,27.272727272727277,0.0,0.0,0.0,0.0,9.090909090909092,0.0,36.36363636363637,0.9,4.0,100.0,1.75,25.0,25.0,0.0,50.0,0.0,0.0,0.0,5.0,2.75,9.0,2.2222222222222223,9,0,0,0.0,0.0,100.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,25.0,75.0,0.0,100.0,1.0,100.0,0.0,203
"그렇다면 결국, 일본서기의 역사적 취약성을 중국의 역사기록에서 메워보려는 그들의 노력은 헛되고, 무모한 노력에 불과하지 않은가?",212_1.conllu,1,18,18.0,3.6,0.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,0.0,0.0,22.22222222222222,0.0,0.0,5.555555555555555,11.11111111111111,16.666666666666668,0.0,11.11111111111111,0.6666666666666666,2.0,100.0,2.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,4.0,9.0,15.0,3.7142857142857135,15,0,0,100.0,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,11.11111111111111,0.0,5.555555555555555,0.0,5.555555555555555,0.0,5.555555555555555,11.11111111111111,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,5.555555555555555,5.555555555555555,11.11111111111111,5.555555555555555,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,212
좋은 일을 하는데 주저하거나 지연시킬 필요가 없지 않겠나?,119_1.conllu,1,9,9.0,3.0,22.22222222222222,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,0.625,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,1.5714285714285714,4,0,0,100.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119
그러나 그 출발 동기의 불순함에 묶여 역사를 통해 보여준 긍정적 활동상마저 외면해서야 되겠는가?,220_1.conllu,1,14,14.0,3.076923076923077,0.0,0.0,14.285714285714286,7.142857142857143,7.142857142857143,7.142857142857143,0.0,28.571428571428573,0.0,0.0,0.0,0.0,7.142857142857143,21.428571428571427,7.142857142857143,0.5384615384615384,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,14.0,12.0,2.1666666666666665,12,0,0,100.0,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143,21.428571428571427,7.142857142857143,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,220
