sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_mood_dist_Cnd,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_mood_dist_Pot,verbs_form_dist_Fin,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_num_pers_dist_+,verbs_num_pers_dist_Plur+1,verbs_num_pers_dist_Plur+2,verbs_num_pers_dist_Plur+3,verbs_num_pers_dist_Sing+,verbs_num_pers_dist_Sing+1,verbs_num_pers_dist_Sing+2,verbs_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,aux_mood_dist_Cnd,aux_mood_dist_Ind,aux_mood_dist_Pot,aux_form_dist_Fin,aux_form_dist_Inf,aux_form_dist_Part,aux_num_pers_dist_+,aux_num_pers_dist_Plur+1,aux_num_pers_dist_Plur+2,aux_num_pers_dist_Plur+3,aux_num_pers_dist_Sing+,aux_num_pers_dist_Sing+1,aux_num_pers_dist_Sing+2,aux_num_pers_dist_Sing+3,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound:nn,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_cop:own,dep_dist_csubj,dep_dist_det,dep_dist_discourse,dep_dist_fixed,dep_dist_flat,dep_dist_flat:foreign,dep_dist_flat:name,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:gobj,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:cop,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_orphan,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_vocative,dep_dist_xcomp,dep_dist_xcomp:ds,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,subordinate_dist_4,base_number
Mikä on Euroopan tulevaisuus?,27_1.conllu,1,5,5.0,6.25,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.6666666666666667,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
"Iglesias on itse esittänyt vaatimuksen, että kappaletta kutsuttaisiin vain nimellä Do You Know?, sillä nimen jälkiliite on levy-yhtiön lisäämä.",12_1.conllu,1,22,22.0,6.5,0.0,0.0,13.636363636363637,9.090909090909092,0.0,0.0,36.36363636363637,0.0,0.0,9.090909090909092,18.181818181818183,9.090909090909092,0.0,4.545454545454546,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,11.0,17.0,2.9411764705882355,17,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.545454545454546,13.636363636363637,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,9.090909090909092,4.545454545454546,0.0,13.636363636363637,4.545454545454546,4.545454545454546,0.0,0.0,4.545454545454546,0.0,0.0,18.181818181818183,4.545454545454546,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,12
"Mitäs jos miehet syyttävät vaimojaan mustasukkaisuudesta vain, jotta eivät jäisi kiinni omasta idioottimaisuudestaan?",84_1.conllu,1,15,15.0,7.923076923076923,6.666666666666667,0.0,13.333333333333334,6.666666666666667,0.0,0.0,26.666666666666668,0.0,6.666666666666667,0.0,13.333333333333334,13.333333333333334,0.0,13.333333333333334,0.0,0.6923076923076923,0.0,100.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,100.0,4.5,0.0,0.0,0.0,50.0,0.0,0.0,50.0,3.0,7.5,7.0,2.1666666666666665,7,0.0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,20.0,0.0,0.0,13.333333333333334,6.666666666666667,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,84
"Doctor Livingstone, I presume..?",31_1.conllu,1,6,6.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,33.333333333333336,0.0,0.0,0.0,33.333333333333336,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.6666666666666665,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
Mutta ei ollut helppoa piirittäjälläkään: näitä kuoli ainakin tuhat leirissä riehuneeseen kulkutautiinlähde?.,248_1.conllu,1,15,15.0,7.916666666666667,6.666666666666667,0.0,6.666666666666667,13.333333333333334,6.666666666666667,0.0,20.0,6.666666666666667,6.666666666666667,0.0,20.0,0.0,0.0,13.333333333333334,0.0,0.5833333333333334,100.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,2.090909090909091,5,0.0,0,0.0,0.0,0.0,0.0,100.0,6.666666666666667,0.0,0.0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.0,6.666666666666667,0.0,6.666666666666667,20.0,6.666666666666667,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,248
Mitä ihmettä tämä tarkoittaa?,243_1.conllu,1,5,5.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,20.0,0.0,0.0,20.0,0.0,0.5,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.6666666666666667,3,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243
Mitä kello oikeesti on?”,161_1.conllu,1,6,6.0,4.75,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,33.333333333333336,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161
"Myös talouden asiantuntijoiden taholta kuuluu soraääniä: jos kaikki ryhtyisivät tasapuolisesti joutilaiksi ja työskentelisivät vain minimimäärän, millaiset vaikutukset tällä olisi kansantaloudelle ja hyvinvoinnille?",222_1.conllu,1,25,25.0,8.681818181818182,8.0,0.0,12.0,4.0,8.0,0.0,32.0,0.0,8.0,0.0,12.0,4.0,0.0,12.0,0.0,0.7272727272727273,0.0,100.0,66.66666666666667,0.0,33.333333333333336,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,33.333333333333336,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,100.0,3.6666666666666665,0.0,0.0,33.333333333333336,0.0,33.333333333333336,33.333333333333336,0.0,4.0,6.25,15.0,2.333333333333333,15,0.0,0,0.0,0.0,100.0,66.66666666666667,33.333333333333336,0.0,4.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,8.0,4.0,0.0,4.0,8.0,0.0,0.0,12.0,4.0,0.0,4.0,0.0,33.333333333333336,66.66666666666667,100.0,0.0,1.0,100.0,0.0,0.0,0.0,222
"Ja joskus myös kotona odottava kirje jossa Kela kyselee, miksei opintopisteitä kerry?",227_1.conllu,1,15,15.0,5.615384615384615,0.0,0.0,20.0,6.666666666666667,6.666666666666667,0.0,20.0,0.0,6.666666666666667,6.666666666666667,13.333333333333334,0.0,0.0,20.0,0.0,0.7692307692307693,0.0,100.0,0.0,0.0,100.0,0.0,66.66666666666667,0.0,33.333333333333336,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,2.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0,0.0,3.0,5.0,5.0,2.583333333333333,5,0.0,0,0.0,100.0,0.0,100.0,0.0,6.666666666666667,6.666666666666667,0.0,20.0,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,13.333333333333334,0.0,0.0,13.333333333333334,6.666666666666667,0.0,0.0,0.0,0.0,100.0,66.66666666666667,33.333333333333336,1.5,50.0,50.0,0.0,0.0,227
Hei oot sä alkanu vetään jotain kamaa?,139_1.conllu,1,8,8.0,4.428571428571429,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,25.0,0.0,12.5,0.0,0.0,25.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,3.0,4.0,3.0,1.6666666666666667,3,0.0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,139
"Kuitenkin se on jotain, mitä nainen ei tunne passaukseksi, jos asia olisi päinvastoin - miksiköhän?",23_1.conllu,1,18,18.0,5.785714285714286,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,22.22222222222222,5.555555555555555,0.0,5.555555555555555,0.0,0.5,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,6.0,13.0,3.692307692307693,13,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,5.555555555555555,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,11.11111111111111,0.0,5.555555555555555,5.555555555555555,0.0,5.555555555555555,22.22222222222222,5.555555555555555,0.0,0.0,0.0,33.333333333333336,66.66666666666667,100.0,0.0,1.0,100.0,0.0,0.0,0.0,23
”Mistä te sen voitte tietää?”,125_1.conllu,1,8,8.0,4.4,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,37.5,0.0,37.5,0.0,0.0,12.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,8.0,4.0,2.5,4,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,37.5,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125
Miten sitä enää jaksaa?,110_1.conllu,1,5,5.0,4.75,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.75,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
PIKKUVAIMO: Mitä sä naurat?,89_1.conllu,1,6,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,33.333333333333336,0.0,33.333333333333336,0.0,0.0,16.666666666666668,0.0,0.5,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.333333333333333,4,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,33.333333333333336,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89
Kenestä se tuoksu oli jäänyt?,128_1.conllu,1,6,6.0,4.8,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,33.333333333333336,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
Dosentti Kai Ruohomäen hanke Effects of forest diversity on ecosystem functioning: an experimental approach saa 154 502 euroa ja dosentti Ilari E. Sääksjärven johtama Biodiversity and multiple trophic interactions ?hanke 198 058 euroa.,245_1.conllu,1,34,34.0,6.516129032258065,0.0,0.0,0.0,2.9411764705882355,2.9411764705882355,0.0,17.647058823529413,5.882352941176471,0.0,55.88235294117647,8.823529411764707,0.0,0.0,5.882352941176471,0.0,0.8709677419354839,0.0,100.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,4.0,17.0,15.0,4.233333333333333,15,0.0,0,0.0,0.0,100.0,100.0,0.0,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9411764705882355,0.0,11.764705882352942,0.0,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882352941177,0.0,0.0,0.0,2.9411764705882355,5.882352941176471,0.0,5.882352941176471,2.9411764705882355,0.0,2.9411764705882355,0.0,8.823529411764707,2.9411764705882355,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,245
Onhan täällä tänään luento?,176_1.conllu,1,5,5.0,5.75,0.0,0.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.3333333333333333,2,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176
Soittaisimme Suomeen Niilolle ja kertoisimme että Lauri on putkassa ja pitää lunastaa sieltä isolla rahalla ulos?,202_1.conllu,1,17,17.0,6.0625,5.882352941176471,0.0,11.764705882352942,11.764705882352942,11.764705882352942,0.0,11.764705882352942,0.0,0.0,17.647058823529413,5.882352941176471,5.882352941176471,0.0,17.647058823529413,0.0,0.6875,0.0,0.0,100.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,100.0,3.0,0.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0,5.0,4.25,4.0,2.2,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.764705882352942,5.882352941176471,0.0,5.882352941176471,0.0,0.0,11.764705882352942,5.882352941176471,0.0,0.0,11.764705882352942,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,17.647058823529413,0.0,0.0,5.882352941176471,5.882352941176471,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,202
Uskaltaisikohan tuota syödä?,168_1.conllu,1,4,4.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,50.0,0.0,0.6666666666666666,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5,2,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,168
Miksi meidän pitäisi sitten osata olla niin vapaita seksuaalisesti?,75_1.conllu,1,10,10.0,6.444444444444445,10.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,5.0,4.0,2.125,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,75
"Mitä saadaan, kun purkitetaan sata naista?",62_1.conllu,1,8,8.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,25.0,12.5,0.0,25.0,0.0,0.5,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.6,3,0.0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,25.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,62
