experiment_type,language,task,submetric,control_index,metric,value
finetune,ru,single_submetric,avg_links_len,3,loss,0.016326251040611948
finetune,ru,single_submetric,avg_links_len,3,mse,0.016241267323493958
finetune,ru,single_submetric,avg_links_len,3,rmse,0.12744123086149928
finetune,ru,single_submetric,avg_links_len,3,r2,0.03584325313568115
finetune,ru,single_submetric,avg_max_depth,1,loss,0.023117954709700177
finetune,ru,single_submetric,avg_max_depth,1,mse,0.02314549870789051
finetune,ru,single_submetric,avg_max_depth,1,rmse,0.1521364476642284
finetune,ru,single_submetric,avg_max_depth,1,r2,0.05109459161758423
finetune,ru,single_submetric,avg_max_depth,2,loss,0.022024222516587803
finetune,ru,single_submetric,avg_max_depth,2,mse,0.022058870643377304
finetune,ru,single_submetric,avg_max_depth,2,rmse,0.148522290055659
finetune,ru,single_submetric,avg_max_depth,2,r2,0.09564346075057983
finetune,ru,single_submetric,avg_max_depth,3,loss,0.023282380641571114
finetune,ru,single_submetric,avg_max_depth,3,mse,0.02332417666912079
finetune,ru,single_submetric,avg_max_depth,3,rmse,0.15272254800493865
finetune,ru,single_submetric,avg_max_depth,3,r2,0.04376918077468872
finetune,ru,single_submetric,avg_subordinate_chain_len,1,loss,0.05237826332449913
finetune,ru,single_submetric,avg_subordinate_chain_len,1,mse,0.052064865827560425
finetune,ru,single_submetric,avg_subordinate_chain_len,1,rmse,0.2281772684286505
finetune,ru,single_submetric,avg_subordinate_chain_len,1,r2,-0.3785858154296875
finetune,ru,single_submetric,avg_subordinate_chain_len,2,loss,0.05585799366235733
finetune,ru,single_submetric,avg_subordinate_chain_len,2,mse,0.0555521696805954
finetune,ru,single_submetric,avg_subordinate_chain_len,2,rmse,0.23569507776064266
finetune,ru,single_submetric,avg_subordinate_chain_len,2,r2,-0.4709235429763794
finetune,ru,single_submetric,avg_subordinate_chain_len,3,loss,0.0516425541469029
finetune,ru,single_submetric,avg_subordinate_chain_len,3,mse,0.0513361357152462
finetune,ru,single_submetric,avg_subordinate_chain_len,3,rmse,0.22657479055545038
finetune,ru,single_submetric,avg_subordinate_chain_len,3,r2,-0.3592904806137085
finetune,ru,single_submetric,avg_verb_edges,1,loss,0.04305454210511276
finetune,ru,single_submetric,avg_verb_edges,1,mse,0.04270005598664284
finetune,ru,single_submetric,avg_verb_edges,1,rmse,0.2066399186668511
finetune,ru,single_submetric,avg_verb_edges,1,r2,-0.043314576148986816
finetune,ru,single_submetric,avg_verb_edges,2,loss,0.04287182007517133
finetune,ru,single_submetric,avg_verb_edges,2,mse,0.04253073036670685
finetune,ru,single_submetric,avg_verb_edges,2,rmse,0.2062297998997886
finetune,ru,single_submetric,avg_verb_edges,2,r2,-0.03917741775512695
finetune,ru,single_submetric,avg_verb_edges,3,loss,0.0449054946324655
finetune,ru,single_submetric,avg_verb_edges,3,mse,0.04452165961265564
finetune,ru,single_submetric,avg_verb_edges,3,rmse,0.21100156305737558
finetune,ru,single_submetric,avg_verb_edges,3,r2,-0.08782291412353516
finetune,ru,single_submetric,lexical_density,1,loss,0.04682436878127711
finetune,ru,single_submetric,lexical_density,1,mse,0.046488843858242035
finetune,ru,single_submetric,lexical_density,1,rmse,0.2156127172924687
finetune,ru,single_submetric,lexical_density,1,r2,-0.1564415693283081
finetune,ru,single_submetric,lexical_density,2,loss,0.043370653076895645
finetune,ru,single_submetric,lexical_density,2,mse,0.04310252517461777
finetune,ru,single_submetric,lexical_density,2,rmse,0.2076114765002594
finetune,ru,single_submetric,lexical_density,2,r2,-0.07220458984375
finetune,ru,single_submetric,lexical_density,3,loss,0.04686510895511934
finetune,ru,single_submetric,lexical_density,3,mse,0.04655017703771591
finetune,ru,single_submetric,lexical_density,3,rmse,0.21575490037937936
finetune,ru,single_submetric,lexical_density,3,r2,-0.15796732902526855
finetune,ru,single_submetric,n_tokens,1,loss,0.011080061750752586
finetune,ru,single_submetric,n_tokens,1,mse,0.01119085680693388
finetune,ru,single_submetric,n_tokens,1,rmse,0.10578684609597679
finetune,ru,single_submetric,n_tokens,1,r2,0.016229987144470215
finetune,ru,single_submetric,n_tokens,2,loss,0.010440686850675516
finetune,ru,single_submetric,n_tokens,2,mse,0.010578631423413754
finetune,ru,single_submetric,n_tokens,2,rmse,0.10285247407531699
finetune,ru,single_submetric,n_tokens,2,r2,0.0700497031211853
finetune,ru,single_submetric,n_tokens,3,loss,0.010608525946736336
finetune,ru,single_submetric,n_tokens,3,mse,0.0107347397133708
finetune,ru,single_submetric,n_tokens,3,rmse,0.10360858899420838
finetune,ru,single_submetric,n_tokens,3,r2,0.056326448917388916
