language,model_type,task,split,submetric,layer,metric,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity
ja,probe,single_submetric,test,lexical_density,,r2,-0.38908851146698,-0.4082345962524414,-0.4358799457550049,-0.4460842609405517,-0.4300662676493327,0.04097775618235272,-9.528242334915035
ja,probe,single_submetric,test,n_tokens,,loss,0.0226624325538675,0.0664919049789508,0.0695749837905168,0.06111815944314,0.06572834940420254,0.043065916850335034,65.52106852021676
ja,probe,single_submetric,test,n_tokens,,mse,0.0226230304688215,0.0664750263094902,0.0697001293301582,0.0611647628247737,0.06577997282147403,0.043156942352652536,65.60802703549285
ja,probe,single_submetric,test,n_tokens,,rmse,0.150409542479264,0.2578275127085746,0.264007820585221,0.2473151083633464,0.25638348055238064,0.10597393807311664,41.33415220231615
ja,probe,single_submetric,test,n_tokens,,r2,0.6207907795906067,-0.1142603158950805,-0.1683197021484375,-0.0252491235733032,-0.10260971387227373,0.7234004934628804,-705.0019595253458
ko,probe,single_submetric,test,avg_links_len,,loss,0.0331237691321543,0.0460007249244621,0.0444599802472761,0.0438039073986666,0.0447548708568016,0.011631101724647298,25.988460031227344
ko,probe,single_submetric,test,avg_links_len,,mse,0.033348124474287,0.046195663511753,0.0446362197399139,0.0439826920628547,0.0449381917715072,0.011590067297220202,25.79112963901858
ko,probe,single_submetric,test,avg_links_len,,rmse,0.1826146885502013,0.2149317647807161,0.2112728561361206,0.2097205093996645,0.21197504343883375,0.02936035488863245,13.850854521515643
ko,probe,single_submetric,test,avg_links_len,,r2,-0.4491708278656006,-1.0074713230133057,-0.939704418182373,-0.9113048315048218,-0.9528268575668335,0.5036560297012329,-52.85913444834917
ko,probe,single_submetric,test,avg_max_depth,,loss,0.0314662291535309,0.0428599180387599,0.0392438386167798,0.0485989289092166,0.04356756185491876,0.012101332701387857,27.776015425617906
ko,probe,single_submetric,test,avg_max_depth,,mse,0.0315771587193012,0.0429600179195404,0.039362009614706,0.0486867539584636,0.04366959383090333,0.012092435111602129,27.690743262752232
ko,probe,single_submetric,test,avg_max_depth,,rmse,0.1776996306110432,0.2072679857564607,0.1983986129354387,0.2206507510942658,0.2087724499287217,0.031072819317678496,14.883582258237263
ko,probe,single_submetric,test,avg_max_depth,,r2,0.0955979824066162,-0.2304188013076782,-0.1273680925369262,-0.3944383859634399,-0.2507417599360147,0.34633974234263093,-138.12607139353702
ko,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0478543516780648,0.0592818350664206,0.0554140694439411,0.0787697583436966,0.0644885542846861,0.016634202606621296,25.794038633877964
ko,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.047496348619461,0.059283398091793,0.0553813986480236,0.0788519829511642,0.06450559323032694,0.01700924461086594,26.368635274978203
ko,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2179365701745832,0.2434818229186586,0.2353325278154798,0.280805952485278,0.2532067677398055,0.03527019756522229,13.929405552645353
ko,probe,single_submetric,test,avg_subordinate_chain_len,,r2,0.0600438714027404,-0.1732226610183715,-0.0960017442703247,-0.5604864358901978,-0.27657028039296466,0.3366141517957051,-121.71016759914592
ko,probe,single_submetric,test,avg_verb_edges,,loss,0.0350188503840139,0.0350648649036884,0.0350334505949701,0.0345845411398581,0.0348942855461722,0.00012456483784169942,0.3569777569363755
ko,probe,single_submetric,test,avg_verb_edges,,mse,0.0349695347249507,0.0350097864866256,0.034951414912939,0.034508790820837,0.034823330740133863,0.00014620398481683672,0.41984491922346967
ko,probe,single_submetric,test,avg_verb_edges,,rmse,0.187001429740392,0.1871090229962886,0.1869529751379717,0.1857654187970329,0.18660913897709774,0.0003922907632942507,0.21022055267207249
ko,probe,single_submetric,test,avg_verb_edges,,r2,-0.007936954498291,-0.0090970993041992,-0.007414698600769,0.0053432583808898,-0.0037228465080261335,0.0042141079902648666,-113.19585648185108
ko,probe,single_submetric,test,lexical_density,,loss,0.0659504713756697,0.0692529204700674,0.0745612755417823,0.0736957431903907,0.07250331306741346,0.006552841691743763,9.037989320089332
ko,probe,single_submetric,test,lexical_density,,mse,0.0661089718341827,0.0693332701921463,0.0746244341135025,0.0737745836377143,0.07257742931445436,0.0064684574802716666,8.912491860583746
ko,probe,single_submetric,test,lexical_density,,rmse,0.2571166502468923,0.2633121155437901,0.2731747318356924,0.2716147706545326,0.26936720601133834,0.012250555764446058,4.547901708543691
ko,probe,single_submetric,test,lexical_density,,r2,-0.6537773609161377,-0.7344362735748291,-0.8667995929718018,-0.8455396890640259,-0.8155918518702189,0.16181449095408118,-19.84013089182136
ko,probe,single_submetric,test,n_tokens,,loss,0.0944091262561934,0.1176623489175524,0.1185631187898772,0.112532724227224,0.11625273064488455,0.02184360438869115,18.789755963166556
ko,probe,single_submetric,test,n_tokens,,mse,0.0939671099185943,0.1170129626989364,0.1178961917757988,0.1118981763720512,0.11560244361559546,0.021635333697001158,18.71529097511432
ko,probe,single_submetric,test,n_tokens,,rmse,0.3065405518338387,0.3420715754033598,0.3433601487881184,0.3345118478799387,0.33998119069047233,0.03344063885663362,9.836026160364513
ko,probe,single_submetric,test,n_tokens,,r2,-1.2533769607543943,-1.8060276508331297,-1.8272080421447756,-1.6833727359771729,-1.7722028096516926,0.5188258488972983,-29.275760430560876
ru,probe,single_submetric,test,avg_links_len,,loss,0.0152288616767951,0.0180307465738483,0.0196573239352021,0.0195461495646408,0.019078073357897067,0.0038492116811019664,20.176102737903804
ru,probe,single_submetric,test,avg_links_len,,mse,0.0149470344185829,0.0179494116455316,0.0195638816803693,0.0194740034639835,0.018995765596628134,0.004048731178045233,21.31386154166857
ru,probe,single_submetric,test,avg_links_len,,rmse,0.1222580648406595,0.1339754143323754,0.139870946519888,0.1395492868630418,0.13779854923843507,0.01554048439777557,11.277683606730589
ru,probe,single_submetric,test,avg_links_len,,r2,0.1126748919486999,-0.0655601024627685,-0.1614025831222534,-0.1560670137405395,-0.1276765664418538,0.2403514583905537,-188.25025224970636
ru,probe,single_submetric,test,avg_max_depth,,loss,0.0158250742991055,0.0264591099694371,0.02557856376682,0.0245584776358945,0.025532050457383867,0.009706976158278369,38.018788089427076
ru,probe,single_submetric,test,avg_max_depth,,mse,0.0158276446163654,0.0265113338828086,0.025615319609642,0.024584462866187,0.025570372119545867,0.009742727503180466,38.10162580986912
ru,probe,single_submetric,test,avg_max_depth,,rmse,0.1258079672213387,0.1628230139839226,0.1600478666200897,0.1567943330168125,0.15988840454027495,0.03408043731893626,21.315140029652117
ru,probe,single_submetric,test,avg_max_depth,,r2,0.3511075973510742,-0.0868959426879882,-0.0501617193222045,-0.0078992843627929,-0.04831898212432853,0.3994265794754027,-826.6452684115878
ru,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0494851932993957,0.0509890211480004,0.0589334959430353,0.0624712987669876,0.05746460528600777,0.007979411986612069,13.885785775257034
ru,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.04916662722826,0.0506704747676849,0.0586478188633918,0.0621927939355373,0.057170362522204664,0.008003735293944665,13.999798043673515
ru,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2217354893296516,0.2251010323558844,0.2421731175489795,0.2493848310052905,0.2388863269700515,0.017150837640399902,7.179497402775192
ru,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.3018456697463989,-0.3416649103164673,-0.5528908967971802,-0.646755576133728,-0.5137704610824585,0.21192479133605957,-41.24892483883894
ru,probe,single_submetric,test,avg_verb_edges,,loss,0.0439187647508723,0.0505260713398456,0.0528453019048486,0.0451694926513092,0.049513621965334466,0.005594857214462165,11.299632287816156
ru,probe,single_submetric,test,avg_verb_edges,,mse,0.0435625612735748,0.0501265339553356,0.0524476431310176,0.0448175109922885,0.04913056269288057,0.005568001419305767,11.333070728523566
ru,probe,single_submetric,test,avg_verb_edges,,rmse,0.2087164614341064,0.2238895574950641,0.2290145041935503,0.211701466674864,0.22153517612115947,0.012818714687053062,5.786311190617601
ru,probe,single_submetric,test,avg_verb_edges,,r2,-0.064388632774353,-0.2247699499130249,-0.2814829349517822,-0.0950516462326049,-0.20043484369913733,0.13604621092478433,-67.87552923133289
ru,probe,single_submetric,test,lexical_density,,loss,0.0377282050571271,0.0419305866318089,0.0417044112192733,0.0407065722559179,0.0414471900356667,0.003718984978539598,8.972827772737515
ru,probe,single_submetric,test,lexical_density,,mse,0.0373509749770164,0.0414793491363525,0.041253812611103,0.0402555353939533,0.0409962323804696,0.0036452574034532004,8.891688801114766
ru,probe,single_submetric,test,lexical_density,,rmse,0.193264003314162,0.203664796016279,0.2031103458987332,0.200637821444396,0.2024709877864694,0.009206984472307417,4.547310492709857
ru,probe,single_submetric,test,lexical_density,,r2,0.0708691477775573,-0.0318269729614257,-0.0262166261672973,-0.0013836622238159,-0.019809087117512964,0.09067823489507026,-457.7607961292814
ru,probe,single_submetric,test,n_tokens,,loss,0.0038713092716144,0.012093089254839,0.0113143816457263,0.0126654065679758,0.0120242924895137,0.008152983217899298,67.80426561487471
ru,probe,single_submetric,test,n_tokens,,mse,0.0039064507000148,0.0122197130694985,0.0114485202357172,0.01283526327461,0.012167832193275233,0.008261381493260432,67.89526155551546
ru,probe,single_submetric,test,n_tokens,,rmse,0.0625016055794955,0.1105428110258579,0.1069977580873417,0.1132928209314696,0.1102777966815564,0.04777619110206091,43.32349080207124
ru,probe,single_submetric,test,n_tokens,,r2,0.6565902233123779,-0.0742151737213134,-0.0064207315444946,-0.1283271312713623,-0.0696543455123901,0.7262445688247681,-1042.6407189420563
ar,probe,single_submetric,test,avg_links_len,,loss,0.0467357294633984,0.0730725839734077,0.0872437730431556,0.0790173217654228,0.07977789292732869,0.03304216346393029,41.417693864174964
ar,probe,single_submetric,test,avg_links_len,,mse,0.0451874695718288,0.0709168091416359,0.084895484149456,0.0767303258180618,0.0775142063697179,0.0323267367978891,41.70427372203353
ar,probe,single_submetric,test,avg_links_len,,rmse,0.212573445123865,0.2663021012715369,0.291368296404149,0.2770023931630588,0.2782242636129149,0.06565081848904991,23.59636705890897
ar,probe,single_submetric,test,avg_links_len,,r2,0.0243457555770874,-0.5311830043792725,-0.8330001831054688,-0.6567041873931885,-0.6736291249593099,0.6979748805363973,-103.61411861141812
ar,probe,single_submetric,test,avg_max_depth,,loss,0.0276653941720724,0.0522481486201286,0.0526810765266418,0.0546553902328014,0.0531948717931906,0.0255294776211182,47.99236610696408
ar,probe,single_submetric,test,avg_max_depth,,mse,0.027670407667756,0.0522865504026412,0.0527478754520416,0.0547049641609191,0.053246463338533966,0.025576055670777965,48.03334168537878
ar,probe,single_submetric,test,avg_max_depth,,rmse,0.1663442444683797,0.2286625251383385,0.2296690563659842,0.2338909236394589,0.2307408350479272,0.0643965905795475,27.908623354930512
ar,probe,single_submetric,test,avg_max_depth,,r2,0.4389658570289612,-0.0601412057876586,-0.0694948434829711,-0.1091759204864502,-0.07960398991902663,0.5185698469479878,-651.4370039434937
ar,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0693065404891967,0.0806581988930702,0.0795904919505119,0.0757698267698288,0.07867283920447031,0.009366298715273613,11.905377777113967
ar,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.069061666727066,0.0802878141403198,0.0792012363672256,0.0755221098661422,0.07833705345789586,0.009275386730829865,11.84035692102607
ar,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2627958651255115,0.2833510440078169,0.2814271422006513,0.274812863356398,0.27986368318828875,0.01706781806277724,6.098618394618293
ar,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2504628896713257,-0.4537289142608642,-0.4340547323226928,-0.367438793182373,-0.41840747992197663,0.16794459025065095,-40.139002840477126
ar,probe,single_submetric,test,avg_verb_edges,,loss,0.1074455946683883,0.1624279290437698,0.1575305521488189,0.1320034578442573,0.15065397967894867,0.043208385010560374,28.68054670884875
ar,probe,single_submetric,test,avg_verb_edges,,mse,0.108236014842987,0.1627749055624008,0.1579452455043792,0.1327448636293411,0.15115500489870703,0.04291899005572003,28.394025116456568
ar,probe,single_submetric,test,avg_verb_edges,,rmse,0.3289924236863017,0.4034537217109303,0.3974232573772945,0.3643416852754308,0.38840622145455184,0.05941379776825012,15.296819280018212
ar,probe,single_submetric,test,avg_verb_edges,,r2,-0.5681856870651245,-1.3583765029907229,-1.2884016036987305,-0.9232839345932008,-1.1900206804275515,0.621834993362427,-52.25413336001973
ar,probe,single_submetric,test,lexical_density,,loss,0.064846071600914,0.0628662340342998,0.064584482461214,0.0638926602900028,0.0637811255951722,0.001064946005741807,1.6696883220612464
ar,probe,single_submetric,test,lexical_density,,mse,0.0642499700188636,0.0622084401547908,0.0637664124369621,0.0631138607859611,0.06302957112590467,0.0012203988929589266,1.9362322655204485
ar,probe,single_submetric,test,lexical_density,,rmse,0.2534757779726964,0.2494161986615762,0.2525201228357101,0.2512247216855084,0.25105368106093157,0.002422096911764815,0.9647725145989651
ar,probe,single_submetric,test,lexical_density,,r2,-0.1071768999099731,-0.0719966888427734,-0.0988440513610839,-0.0875991582870483,-0.08614663283030187,0.021030267079671233,-24.412175367432223
ar,probe,single_submetric,test,n_tokens,,loss,0.0412761270999908,0.0809442445635795,0.079645037651062,0.0842603348195552,0.0816165390113989,0.040340411911408094,49.426761291328454
ar,probe,single_submetric,test,n_tokens,,mse,0.0402470976114273,0.0792363360524177,0.0779338926076889,0.0825388878583908,0.07990303883949913,0.03965594122807183,49.6300789106764
ar,probe,single_submetric,test,n_tokens,,rmse,0.2006167929447266,0.2814894954566115,0.2791664245708801,0.2872958194237967,0.2826505798170961,0.08203378687236954,29.023038596083474
ar,probe,single_submetric,test,n_tokens,,r2,0.4626756906509399,-0.0578553676605224,-0.0404670238494873,-0.1019465923309326,-0.06675632794698076,0.5294320185979207,-793.0813974944913
en,probe,single_submetric,test,avg_links_len,,loss,0.0091213580620075,0.013089566092406,0.0108273734471627,0.0115193668752908,0.0118121021382865,0.0026907440762790006,22.7795530785118
en,probe,single_submetric,test,avg_links_len,,mse,0.0090239197015762,0.0129295391961932,0.010691188275814,0.0113735264167189,0.011664751296242032,0.002640831594665832,22.63941620012605
en,probe,single_submetric,test,avg_links_len,,rmse,0.0949943140486641,0.1137081316186015,0.103398202478641,0.1066467365497836,0.10791769021567536,0.012923376167011266,11.975215686310257
en,probe,single_submetric,test,avg_links_len,,r2,0.0298030972480773,-0.3901053667068481,-0.1494514942169189,-0.2228122949600219,-0.25412305196126295,0.28392614920934023,-111.72782123387228
en,probe,single_submetric,test,avg_max_depth,,loss,0.0160460281185805,0.0287009420405541,0.0268377565911837,0.0289751437625714,0.028171280798103066,0.012125252679522566,43.04118356002837
en,probe,single_submetric,test,avg_max_depth,,mse,0.0160829704254865,0.0286819022148847,0.0268326979130506,0.0289540775120258,0.028156225879987035,0.012073255454500536,42.879523363541416
en,probe,single_submetric,test,avg_max_depth,,rmse,0.1268186517255508,0.1693573211139239,0.1638068921414806,0.1701589771714259,0.16777439680894346,0.04095574508339267,24.411200911681334
en,probe,single_submetric,test,avg_max_depth,,r2,0.431068480014801,-0.0146160125732421,0.0507992506027221,-0.0242440700531005,0.0039797226587931665,0.4270887573560079,10731.621119686784
en,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0221880659727113,0.0281596638794456,0.03156275461827,0.0287521768893514,0.029491531795689002,0.007303465822977702,24.764620141044364
en,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0220587160438299,0.0279234386980533,0.0313001945614814,0.0285197980701923,0.029247810443242334,0.007189094399412434,24.57994048259932
en,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.1485217695956721,0.1671030780627734,0.1769186099919437,0.1688780568048802,0.17096658161986578,0.022444812024193683,13.128186696800439
en,probe,single_submetric,test,avg_subordinate_chain_len,,r2,0.0981094241142273,-0.1416751146316528,-0.2797368764877319,-0.1660577058792114,-0.19582323233286536,0.29393265644709266,-150.1010135240023
en,probe,single_submetric,test,avg_verb_edges,,loss,0.0469377817852156,0.0780663000685828,0.0624901157404695,0.0791273952594825,0.07322793702284493,0.02629015523762933,35.90181057460022
en,probe,single_submetric,test,avg_verb_edges,,mse,0.0470500476658344,0.0779114812612533,0.0626910552382469,0.0790311321616172,0.07321122288703913,0.02616117522120473,35.73383176725511
en,probe,single_submetric,test,avg_verb_edges,,rmse,0.2169102295094319,0.2791262819249619,0.2503818189051411,0.2811247626261643,0.2702109544854225,0.05330072497599059,19.725597386491632
en,probe,single_submetric,test,avg_verb_edges,,r2,0.209031879901886,-0.3097860813140869,-0.0539124011993408,-0.328608751296997,-0.23076907793680823,0.4398009578386942,-190.58054127993935
en,probe,single_submetric,test,lexical_density,,loss,0.0251673164644411,0.0286606816308838,0.0270730794540473,0.0293524784169026,0.028362079833944565,0.003194763369503466,11.264206955936567
en,probe,single_submetric,test,lexical_density,,mse,0.0252532437443733,0.0287728477269411,0.0271737314760684,0.0294752400368452,0.028473939746618233,0.003220696002244932,11.311030475252181
en,probe,single_submetric,test,lexical_density,,rmse,0.1589126922066746,0.1696256104688826,0.1648445676268056,0.171683546203022,0.16871790809957007,0.009805215892895486,5.811603524095894
en,probe,single_submetric,test,lexical_density,,r2,0.117401897907257,-0.0056079626083374,0.0502810478210449,-0.0301563739776611,0.004838903745015467,0.11256299416224153,2326.208581400119
en,probe,single_submetric,test,n_tokens,,loss,0.0160988932475447,0.0221425526376281,0.0233021777655397,0.026230241837246,0.023891657413471268,0.007792764165926568,32.61709320146468
en,probe,single_submetric,test,n_tokens,,mse,0.0161459203809499,0.0221644155681133,0.0233463998883962,0.0262983534485101,0.023936389635006532,0.007790469254056631,32.546550974685054
en,probe,single_submetric,test,n_tokens,,rmse,0.1270665982111348,0.1488771828324049,0.1527952875202513,0.1621676707870905,0.15461338037991557,0.02754678216878076,17.816557726823437
en,probe,single_submetric,test,n_tokens,,r2,0.1463754773139953,-0.1718186140060424,-0.2343093156814575,-0.3903772830963135,-0.26550173759460444,0.41187721490859974,-155.1316457060242
fi,probe,single_submetric,test,avg_links_len,,loss,0.0272564641865236,0.0338260468893817,0.0357822882277624,0.0346084649541548,0.034738933357099634,0.0074824691705760345,21.539144836888994
fi,probe,single_submetric,test,avg_links_len,,mse,0.027282427996397,0.0339171774685382,0.0358771719038486,0.0346842780709266,0.03482620914777113,0.007543781151374131,21.6612181916358
fi,probe,single_submetric,test,avg_links_len,,rmse,0.1651739325571593,0.1841661680888709,0.1894127025936978,0.1862371554521993,0.18660534204492266,0.02143140948776337,11.484885294765062
fi,probe,single_submetric,test,avg_links_len,,r2,-0.5042984485626221,-0.8701250553131104,-0.9781954288482666,-0.9124215841293336,-0.9202473560969034,0.4159489075342814,-45.199685147531284
fi,probe,single_submetric,test,avg_max_depth,,loss,0.0159030028485826,0.0311231543975217,0.0336670713233096,0.0327276124485901,0.0325059460564738,0.0166029432078912,51.07663434574795
fi,probe,single_submetric,test,avg_max_depth,,mse,0.0160076469182968,0.0311781391501426,0.0337554290890693,0.0328267253935337,0.03258676454424853,0.016579117625951732,50.876844810534884
fi,probe,single_submetric,test,avg_max_depth,,rmse,0.1265213298945945,0.1765733251375832,0.1837265062234335,0.1811814708890887,0.18049376741670178,0.053972437522107286,29.902659961383804
fi,probe,single_submetric,test,avg_max_depth,,r2,0.4750403761863708,-0.0224652290344238,-0.1069856882095336,-0.0765295028686523,-0.06866014003753657,0.5437005162239074,-791.8721341475065
fi,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0525020653648035,0.0632917431316205,0.0622167023164885,0.0631488181118454,0.06288575451998481,0.010383689155181307,16.51198945522935
fi,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0525887869298458,0.0634273588657379,0.0623570010066032,0.0632875636219978,0.06302397449811296,0.010435187568267161,16.557488878426106
fi,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2293224518660259,0.2518478883487767,0.2497138382360962,0.2515701962117091,0.2510439742655273,0.021721522399501425,8.65247710607335
fi,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.18460214138031,-0.4287490844726562,-0.404638409614563,-0.4256000518798828,-0.41966251532236737,0.23506037394205737,-56.01176310957716
fi,probe,single_submetric,test,avg_verb_edges,,loss,0.1085535692317145,0.099942280777863,0.0916571973689964,0.0949097882424082,0.09550308879642254,0.013050480435291958,13.664982567329087
fi,probe,single_submetric,test,avg_verb_edges,,mse,0.1085205152630806,0.0999127551913261,0.0916130766272544,0.0948394238948822,0.09545508523782091,0.013065430025259686,13.687515958639512
fi,probe,single_submetric,test,avg_verb_edges,,rmse,0.329424521344542,0.3160897897612736,0.3026765214337816,0.3079601011411741,0.30890880411207644,0.020515717232465536,6.641350767400642
fi,probe,single_submetric,test,avg_verb_edges,,r2,-0.5336053371429443,-0.4119609594345093,-0.2946703433990478,-0.3402650356292724,-0.34896544615427655,0.1846398909886678,-52.910651476661975
fi,probe,single_submetric,test,lexical_density,,loss,0.0435536274952547,0.0492537412792444,0.0500139918710504,0.0477163584104606,0.048994697186918464,0.005441069691663761,11.105425697204883
fi,probe,single_submetric,test,lexical_density,,mse,0.0437015108764171,0.0495296157896518,0.050314363092184,0.0480074286460876,0.0492838025093078,0.005582291632890701,11.326828184242526
fi,probe,single_submetric,test,lexical_density,,rmse,0.2090490633234628,0.2225525011983731,0.2243086335658618,0.2191059758338134,0.2219890368660161,0.012939973542553301,5.829104772576388
fi,probe,single_submetric,test,lexical_density,,r2,0.0227770805358886,-0.1075470447540283,-0.1250948905944824,-0.0735088586807251,-0.10205026467641193,0.12482734521230053,-122.31947227977483
fi,probe,single_submetric,test,n_tokens,,loss,0.0068460494346384,0.0151590939079012,0.0137955685412245,0.0153288803329425,0.014761180927356066,0.007915131492717666,53.62126195505807
fi,probe,single_submetric,test,n_tokens,,mse,0.0069009852595627,0.0153219904750585,0.0139426281675696,0.0155062144622206,0.014923611034949566,0.008022625775386864,53.7579393928098
fi,probe,single_submetric,test,n_tokens,,rmse,0.0830721689831361,0.1237820280778213,0.118078906531055,0.1245239513596507,0.12212829532284235,0.039056126339706246,31.97958854372166
fi,probe,single_submetric,test,n_tokens,,r2,0.5008871555328369,-0.1081608533859252,-0.0083987712860107,-0.1214848756790161,-0.07934816678365066,0.5802353223164876,-731.2523349134797
id,probe,single_submetric,test,avg_links_len,,loss,0.0345955355358975,0.0403475990252835,0.0398252667593104,0.0439743255930287,0.041382397125874194,0.006786861589976698,16.40035875479344
id,probe,single_submetric,test,avg_links_len,,mse,0.0345657244324684,0.0402052029967308,0.0396497957408428,0.0438629500567913,0.0412393162647883,0.0066735918323199,16.182595728479786
id,probe,single_submetric,test,avg_links_len,,rmse,0.1859185962524147,0.2005123512323637,0.1991225646199918,0.209434834869444,0.20302325024059983,0.017104653988185142,8.424972986056854
id,probe,single_submetric,test,avg_links_len,,r2,-0.5569581985473633,-0.8109793663024902,-0.7859619855880737,-0.9757368564605712,-0.8575594027837118,0.3006012042363485,-35.053105739447446
id,probe,single_submetric,test,avg_max_depth,,loss,0.025473185681871,0.0322698841669729,0.0331791152379342,0.034448485023209,0.0332991614760387,0.007825975794167703,23.502020613339145
id,probe,single_submetric,test,avg_max_depth,,mse,0.0254828687757253,0.0323951691389083,0.0333821587264537,0.0346685461699962,0.03348195801178607,0.007999089236060773,23.890745079021343
id,probe,single_submetric,test,avg_max_depth,,rmse,0.1596335452708025,0.1799865804411773,0.1827078507521058,0.186194914457931,0.18296311521707134,0.023329569946268836,12.750968914466796
id,probe,single_submetric,test,avg_max_depth,,r2,0.2090042829513549,-0.005555510520935,-0.0361920595169067,-0.0761218070983886,-0.039289792378743436,0.24829407533009834,-631.9556818641536
id,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0652221648820809,0.0975198894739151,0.0807215001966272,0.0729226821235248,0.08372135726468903,0.018499192382608137,22.09614486315847
id,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0656650140881538,0.0980815440416336,0.0813188925385475,0.073394663631916,0.08426503340403237,0.01860001931587857,22.073235557500524
id,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2562518567506465,0.3131797312113822,0.2851646761759729,0.2709144950568648,0.2897529674814066,0.03350111073076012,11.56195604205844
id,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2524082660675049,-0.8706787824630737,-0.5509698390960693,-0.3998335599899292,-0.607160727183024,0.35475246111551917,-58.42809741028947
id,probe,single_submetric,test,avg_verb_edges,,loss,0.047541882576687,0.0653514697083405,0.0664739135120596,0.0714988979910101,0.06777476040380341,0.020232877827116413,29.853115977937083
id,probe,single_submetric,test,avg_verb_edges,,mse,0.0475916601717472,0.0649835392832756,0.0660895034670829,0.0710456818342208,0.06737290819485976,0.019781248023112562,29.360834426057593
id,probe,single_submetric,test,avg_verb_edges,,rmse,0.2181551286854086,0.2549186915141289,0.2570787884425375,0.2665439585400894,0.2595138128322519,0.041358684146843294,15.936987590551603
id,probe,single_submetric,test,avg_verb_edges,,r2,0.2548678517341614,-0.0174329280853271,-0.0347487926483154,-0.1123465299606323,-0.05484275023142493,0.3097106019655863,-564.7247825075737
id,probe,single_submetric,test,lexical_density,,loss,0.0423646359039204,0.0454405567475727,0.0565856684531484,0.0470760299691132,0.0497007517232781,0.007336115819357697,14.760573160348631
id,probe,single_submetric,test,lexical_density,,mse,0.042554035782814,0.0458049662411212,0.0569097138941288,0.0474530309438705,0.050055903693040166,0.007501867910226168,14.98697927067739
id,probe,single_submetric,test,lexical_density,,rmse,0.2062862956737893,0.2140209481362076,0.2385575693498925,0.2178371661215563,0.22347189453588545,0.01718559886209614,7.690273042069928
id,probe,single_submetric,test,lexical_density,,r2,-0.0399495363235473,-0.1193968057632446,-0.3907784223556518,-0.1596728563308715,-0.22328269481658927,0.18333315849304196,-82.10809111007775
id,probe,single_submetric,test,n_tokens,,loss,0.0304080891822065,0.0355106483080557,0.0355249792337417,0.0330393774701016,0.03469166833729966,0.004283579155093163,12.347573237022907
id,probe,single_submetric,test,n_tokens,,mse,0.0303871110081672,0.0354254096746444,0.0354268290102481,0.0330177284777164,0.0346233223875363,0.004236211379369099,12.235138303463476
id,probe,single_submetric,test,n_tokens,,rmse,0.1743189921040368,0.1882163905579013,0.1882201610089848,0.1817078107229198,0.18604812076326863,0.011729128659231813,6.30435212734892
id,probe,single_submetric,test,n_tokens,,r2,-0.0286604166030883,-0.1992162466049194,-0.1992642879486084,-0.1177116632461547,-0.1720640659332275,0.14340364933013922,-83.3431713660594
ja,probe,single_submetric,test,avg_max_depth,,loss,0.0766399999459584,0.0940553670128186,0.0973710802694161,0.0933452397584915,0.09492389568024207,0.01828389573428367,19.26163649654064
ja,probe,single_submetric,test,avg_max_depth,,mse,0.0780809670686721,0.0956147238612175,0.0990657210350036,0.094925545156002,0.0965353300174077,0.018454362948735606,19.116693282560725
ja,probe,single_submetric,test,avg_max_depth,,rmse,0.279429717583281,0.3092163059432951,0.3147470747044421,0.3080998947679178,0.310687758471885,0.03125804088860401,10.060918087776102
ja,probe,single_submetric,test,avg_max_depth,,r2,-0.1535018682479858,-0.4125306606292724,-0.463512659072876,-0.4023493528366089,-0.42613089084625244,0.2726290225982666,-63.977765624278774
ja,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0530060889820257,0.0999600241581599,0.0985708814114332,0.1007539828618367,0.09976162947714327,0.04675554049511758,46.86725822359377
ja,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0534081868827343,0.1019542515277862,0.100512683391571,0.102682925760746,0.10171662022670107,0.04830843334396677,47.49315621802934
ja,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2311021135401714,0.3193027584092975,0.3170373533064693,0.3204417665672595,0.3189272927610088,0.08782517922083738,27.537680598144988
